time_s,Fz_left_N,Fz_right_N
0.0000,295.79,288.09
0.0010,296.79,289.08
0.0020,296.00,288.30
0.0030,297.66,289.92
0.0040,297.42,289.68
0.0050,296.33,288.62
0.0060,295.60,287.91
0.0070,295.25,287.57
0.0080,297.27,289.53
0.0090,295.62,287.93
0.0100,296.39,288.68
0.0110,295.90,288.21
0.0120,297.29,289.56
0.0130,297.73,289.98
0.0140,297.09,289.36
0.0150,298.50,290.74
0.0160,297.27,289.54
0.0170,298.02,290.27
0.0180,296.94,289.22
0.0190,295.02,287.34
0.0200,296.29,288.59
0.0210,297.03,289.30
0.0220,296.61,288.90
0.0230,296.54,288.83
0.0240,299.96,292.16
0.0250,297.31,289.58
0.0260,297.30,289.57
0.0270,297.33,289.60
0.0280,295.42,287.74
0.0290,295.93,288.24
0.0300,296.56,288.84
0.0310,296.51,288.80
0.0320,297.24,289.50
0.0330,296.75,289.04
0.0340,295.88,288.19
0.0350,295.81,288.12
0.0360,295.74,288.05
0.0370,296.68,288.96
0.0380,297.86,290.11
0.0390,294.66,287.00
0.0400,295.82,288.12
0.0410,295.35,287.67
0.0420,295.13,287.45
0.0430,296.42,288.71
0.0440,295.90,288.20
0.0450,296.24,288.53
0.0460,298.54,290.77
0.0470,296.04,288.34
0.0480,296.60,288.88
0.0490,293.81,286.17
0.0500,297.28,289.54
0.0510,297.19,289.46
0.0520,295.73,288.04
0.0530,295.85,288.15
0.0540,296.23,288.53
0.0550,297.04,289.31
0.0560,297.43,289.69
0.0570,297.51,289.77
0.0580,297.34,289.61
0.0590,295.42,287.74
0.0600,294.34,286.68
0.0610,295.59,287.90
0.0620,295.57,287.88
0.0630,296.10,288.40
0.0640,297.09,289.36
0.0650,296.50,288.79
0.0660,297.05,289.32
0.0670,295.78,288.09
0.0680,297.66,289.91
0.0690,295.14,287.47
0.0700,297.82,290.07
0.0710,294.98,287.31
0.0720,295.98,288.28
0.0730,297.66,289.92
0.0740,295.75,288.06
0.0750,298.21,290.45
0.0760,294.51,286.85
0.0770,295.27,287.59
0.0780,296.84,289.12
0.0790,295.27,287.59
0.0800,298.90,291.13
0.0810,296.44,288.73
0.0820,295.58,287.89
0.0830,295.18,287.51
0.0840,294.61,286.95
0.0850,297.84,290.09
0.0860,296.48,288.77
0.0870,296.67,288.96
0.0880,297.03,289.31
0.0890,295.96,288.26
0.0900,296.24,288.54
0.0910,296.91,289.18
0.0920,296.20,288.49
0.0930,296.93,289.20
0.0940,296.45,288.74
0.0950,296.51,288.80
0.0960,294.96,287.29
0.0970,295.15,287.48
0.0980,297.11,289.38
0.0990,297.27,289.53
0.1000,298.06,290.30
0.1010,297.13,289.40
0.1020,297.31,289.58
0.1030,295.98,288.28
0.1040,296.88,289.16
0.1050,295.51,287.82
0.1060,295.36,287.67
0.1070,297.32,289.59
0.1080,296.70,288.98
0.1090,296.39,288.68
0.1100,299.03,291.25
0.1110,296.00,288.30
0.1120,297.78,290.03
0.1130,296.87,289.15
0.1140,294.79,287.12
0.1150,294.23,286.58
0.1160,296.53,288.82
0.1170,296.30,288.59
0.1180,296.34,288.63
0.1190,296.63,288.91
0.1200,296.69,288.97
0.1210,295.84,288.15
0.1220,296.45,288.73
0.1230,295.06,287.39
0.1240,295.08,287.40
0.1250,297.21,289.48
0.1260,298.01,290.26
0.1270,296.55,288.83
0.1280,296.37,288.66
0.1290,296.98,289.26
0.1300,296.73,289.01
0.1310,295.75,288.06
0.1320,296.34,288.63
0.1330,295.95,288.25
0.1340,295.18,287.50
0.1350,296.40,288.69
0.1360,296.74,289.02
0.1370,296.13,288.42
0.1380,296.47,288.76
0.1390,297.17,289.45
0.1400,296.63,288.91
0.1410,297.64,289.90
0.1420,296.21,288.50
0.1430,296.82,289.10
0.1440,296.52,288.81
0.1450,296.54,288.83
0.1460,296.72,289.00
0.1470,295.77,288.08
0.1480,295.74,288.05
0.1490,298.47,290.70
0.1500,295.92,288.22
0.1510,296.66,288.94
0.1520,295.78,288.09
0.1530,296.77,289.05
0.1540,297.18,289.45
0.1550,298.76,290.99
0.1560,296.48,288.77
0.1570,296.93,289.21
0.1580,295.41,287.72
0.1590,295.38,287.70
0.1600,296.86,289.14
0.1610,297.06,289.34
0.1620,298.76,290.99
0.1630,294.76,287.09
0.1640,296.52,288.81
0.1650,295.88,288.18
0.1660,296.10,288.40
0.1670,294.94,287.26
0.1680,297.14,289.41
0.1690,296.27,288.57
0.1700,296.38,288.67
0.1710,293.51,285.87
0.1720,295.20,287.52
