time_s,Fz_left_N,Fz_right_N
0.0000,337.51,327.21
0.0010,335.21,324.99
0.0020,336.13,325.87
0.0030,336.33,326.07
0.0040,336.46,326.20
0.0050,337.98,327.67
0.0060,335.44,325.21
0.0070,332.21,322.08
0.0080,334.61,324.41
0.0090,337.53,327.24
0.0100,335.99,325.75
0.0110,336.89,326.61
0.0120,335.14,324.92
0.0130,335.07,324.85
0.0140,334.54,324.34
0.0150,335.35,325.12
0.0160,337.13,326.84
0.0170,334.99,324.78
0.0180,337.83,327.52
0.0190,336.56,326.29
0.0200,337.63,327.33
0.0210,335.73,325.49
0.0220,336.07,325.81
0.0230,336.56,326.30
0.0240,334.52,324.31
0.0250,337.64,327.35
0.0260,335.20,324.97
0.0270,336.11,325.86
0.0280,336.94,326.66
0.0290,337.83,327.52
0.0300,336.88,326.61
0.0310,336.88,326.61
0.0320,338.56,328.23
0.0330,337.59,327.30
0.0340,337.54,327.24
0.0350,338.32,328.00
0.0360,336.86,326.58
0.0370,337.97,327.66
0.0380,333.40,323.23
0.0390,336.11,325.86
0.0400,336.61,326.34
0.0410,336.24,325.98
0.0420,336.55,326.28
0.0430,335.52,325.28
0.0440,337.69,327.39
0.0450,336.91,326.63
0.0460,337.47,327.18
0.0470,335.83,325.59
0.0480,333.53,323.35
0.0490,336.29,326.04
0.0500,335.19,324.97
0.0510,336.88,326.61
0.0520,337.88,327.57
0.0530,339.36,329.01
0.0540,337.56,327.26
0.0550,337.50,327.21
0.0560,337.53,327.24
0.0570,336.26,326.01
0.0580,334.62,324.41
0.0590,334.63,324.42
0.0600,337.72,327.42
0.0610,335.44,325.21
0.0620,335.90,325.66
0.0630,334.02,323.84
0.0640,333.49,323.31
0.0650,334.87,324.65
0.0660,335.13,324.91
0.0670,333.04,322.88
0.0680,337.82,327.51
0.0690,337.68,327.38
0.0700,333.92,323.74
0.0710,335.47,325.24
0.0720,333.69,323.51
0.0730,336.11,325.86
0.0740,337.15,326.86
0.0750,338.12,327.80
0.0760,335.50,325.27
0.0770,335.14,324.91
0.0780,334.05,323.86
0.0790,334.89,324.68
0.0800,334.23,324.03
0.0810,334.42,324.22
0.0820,336.38,326.12
0.0830,333.42,323.25
0.0840,336.44,326.18
0.0850,334.68,324.47
0.0860,335.77,325.53
0.0870,337.03,326.75
0.0880,336.57,326.31
0.0890,333.45,323.28
0.0900,335.73,325.49
0.0910,335.64,325.40
0.0920,338.23,327.92
0.0930,334.92,324.71
0.0940,336.65,326.38
0.0950,331.92,321.80
0.0960,336.53,326.26
0.0970,336.74,326.47
0.0980,336.37,326.11
0.0990,338.59,328.26
0.1000,337.96,327.65
0.1010,336.39,326.13
0.1020,338.08,327.77
0.1030,336.52,326.26
0.1040,337.16,326.88
0.1050,334.74,324.53
0.1060,338.73,328.40
0.1070,336.91,326.64
0.1080,337.24,326.96
0.1090,335.03,324.81
0.1100,333.40,323.23
0.1110,333.99,323.80
0.1120,336.29,326.03
0.1130,335.90,325.65
0.1140,337.66,327.36
0.1150,336.47,326.21
0.1160,337.79,327.49
0.1170,335.38,325.15
0.1180,334.81,324.60
0.1190,335.76,325.51
0.1200,337.95,327.65
0.1210,335.17,324.94
0.1220,336.87,326.60
0.1230,335.31,325.08
0.1240,337.21,326.92
0.1250,337.53,327.23
0.1260,336.24,325.98
0.1270,333.60,323.43
0.1280,336.12,325.86
0.1290,336.01,325.76
0.1300,336.68,326.42
0.1310,336.15,325.89
0.1320,336.87,326.59
0.1330,334.88,324.66
0.1340,336.81,326.53
0.1350,335.11,324.88
0.1360,336.32,326.06
0.1370,335.92,325.68
0.1380,337.74,327.44
0.1390,336.96,326.69
0.1400,338.17,327.86
0.1410,338.36,328.04
0.1420,336.87,326.60
0.1430,337.17,326.88
0.1440,332.96,322.80
0.1450,336.62,326.36
0.1460,337.55,327.25
0.1470,334.46,324.26
0.1480,338.72,328.39
0.1490,336.11,325.86
0.1500,336.97,326.70
0.1510,339.37,329.02
0.1520,336.06,325.81
0.1530,337.10,326.82
0.1540,337.43,327.13
0.1550,338.51,328.19
0.1560,334.48,324.28
0.1570,335.49,325.26
0.1580,337.99,327.68
0.1590,338.80,328.47
0.1600,335.90,325.65
0.1610,335.11,324.88
0.1620,338.63,328.31
0.1630,337.98,327.67
0.1640,334.99,324.77
0.1650,337.30,327.01
0.1660,337.99,327.68
0.1670,338.32,328.00
0.1680,336.63,326.36
0.1690,338.73,328.40
0.1700,334.86,324.65
0.1710,337.08,326.80
0.1720,337.72,327.42
0.1730,337.71,327.41
0.1740,334.80,324.59
0.1750,334.89,324.68
0.1760,337.74,327.44
0.1770,333.12,322.96
0.1780,334.77,324.55
0.1790,336.86,326.58
0.1800,335.35,325.12
0.1810,337.44,327.15
0.1820,336.32,326.06
0.1830,335.55,325.31
0.1840,336.05,325.80
0.1850,337.69,327.39
0.1860,336.06,325.81
0.1870,339.33,328.98
0.1880,335.52,325.29
0.1890,335.19,324.97
0.1900,338.77,328.44
0.1910,336.63,326.36
0.1920,336.48,326.22
0.1930,334.05,323.86
0.1940,336.26,326.01
0.1950,337.26,326.97
0.1960,338.41,328.09
