time_s,Fz_left_N,Fz_right_N
0.0000,333.53,371.79
0.0010,333.28,371.52
0.0020,334.59,372.98
0.0030,333.69,371.97
0.0040,333.12,371.33
0.0050,333.06,371.27
0.0060,332.73,370.91
0.0070,334.12,372.46
0.0080,334.28,372.63
0.0090,335.31,373.78
0.0100,335.12,373.57
0.0110,334.91,373.34
0.0120,336.14,374.70
0.0130,334.68,373.07
0.0140,336.05,374.60
0.0150,333.47,371.72
0.0160,334.30,372.65
0.0170,335.31,373.77
0.0180,332.37,370.50
0.0190,335.44,373.93
0.0200,335.18,373.63
0.0210,331.24,369.24
0.0220,332.58,370.73
0.0230,332.92,371.11
0.0240,335.75,374.27
0.0250,332.10,370.20
0.0260,334.10,372.43
0.0270,333.79,372.09
0.0280,334.78,373.19
0.0290,334.06,372.39
0.0300,333.42,371.67
0.0310,333.87,372.17
0.0320,335.24,373.70
0.0330,333.47,371.73
0.0340,334.00,372.32
0.0350,335.00,373.43
0.0360,333.92,372.22
0.0370,335.05,373.49
0.0380,332.99,371.19
0.0390,334.75,373.15
0.0400,335.68,374.19
0.0410,333.54,371.80
0.0420,333.61,371.89
0.0430,335.79,374.31
0.0440,334.84,373.26
0.0450,334.76,373.17
0.0460,332.38,370.52
0.0470,333.18,371.41
0.0480,334.79,373.19
0.0490,332.69,370.85
0.0500,333.69,371.97
0.0510,335.41,373.89
0.0520,332.79,370.96
0.0530,334.77,373.18
0.0540,335.37,373.84
0.0550,332.41,370.55
0.0560,333.88,372.18
0.0570,332.80,370.98
0.0580,335.60,374.10
0.0590,333.46,371.72
0.0600,334.18,372.51
0.0610,333.58,371.85
0.0620,332.99,371.20
0.0630,335.22,373.68
0.0640,333.54,371.80
0.0650,334.81,373.22
0.0660,335.36,373.83
0.0670,333.61,371.88
0.0680,332.52,370.66
0.0690,334.74,373.15
0.0700,334.25,372.60
0.0710,333.76,372.05
0.0720,332.17,370.28
0.0730,334.29,372.64
0.0740,332.32,370.44
0.0750,335.77,374.29
0.0760,333.95,372.26
0.0770,332.74,370.92
0.0780,333.31,371.55
0.0790,332.43,370.57
0.0800,334.13,372.46
0.0810,335.37,373.85
0.0820,334.75,373.15
0.0830,333.24,371.47
0.0840,333.46,371.71
0.0850,333.49,371.75
0.0860,334.82,373.23
0.0870,335.30,373.76
0.0880,334.34,372.69
0.0890,333.46,371.72
0.0900,333.20,371.43
0.0910,335.08,373.52
0.0920,334.40,372.77
0.0930,332.49,370.64
0.0940,333.98,372.29
0.0950,334.45,372.82
0.0960,335.38,373.86
0.0970,334.68,373.07
0.0980,332.39,370.52
0.0990,332.48,370.62
0.1000,334.31,372.66
0.1010,334.07,372.39
0.1020,331.48,369.50
0.1030,335.63,374.13
0.1040,332.85,371.04
0.1050,333.80,372.10
0.1060,334.08,372.40
0.1070,332.17,370.27
0.1080,334.38,372.74
0.1090,332.91,371.11
0.1100,334.46,372.83
0.1110,334.75,373.15
0.1120,333.74,372.03
0.1130,334.94,373.36
0.1140,336.58,375.19
0.1150,333.48,371.74
0.1160,334.97,373.39
0.1170,333.47,371.72
0.1180,332.24,370.35
0.1190,331.45,369.48
0.1200,335.22,373.68
0.1210,335.30,373.77
0.1220,335.00,373.43
0.1230,334.46,372.83
0.1240,333.89,372.19
0.1250,335.16,373.61
0.1260,334.23,372.57
0.1270,331.76,369.82
0.1280,334.20,372.54
0.1290,334.76,373.17
0.1300,334.11,372.44
0.1310,332.57,370.73
0.1320,334.10,372.43
0.1330,334.08,372.40
0.1340,335.52,374.01
0.1350,335.13,373.57
0.1360,332.54,370.68
0.1370,335.81,374.33
0.1380,333.52,371.78
0.1390,334.99,373.42
0.1400,333.18,371.41
0.1410,337.34,376.03
0.1420,335.61,374.11
