time_s,Fz_left_N,Fz_right_N
0.0000,366.60,397.68
0.0010,366.32,397.38
0.0020,366.56,397.64
0.0030,367.28,398.42
0.0040,368.48,399.72
0.0050,366.14,397.18
0.0060,365.78,396.80
0.0070,366.19,397.24
0.0080,367.46,398.61
0.0090,365.86,396.88
0.0100,367.89,399.08
0.0110,366.99,398.11
0.0120,367.44,398.60
0.0130,367.92,399.12
0.0140,366.47,397.54
0.0150,367.05,398.17
0.0160,367.90,399.10
0.0170,368.90,400.18
0.0180,367.73,398.91
0.0190,366.47,397.54
0.0200,366.67,397.76
0.0210,366.38,397.45
0.0220,367.49,398.65
0.0230,367.64,398.82
0.0240,368.56,399.81
0.0250,366.69,397.79
0.0260,367.35,398.50
0.0270,367.75,398.94
0.0280,367.36,398.51
0.0290,368.00,399.20
0.0300,367.17,398.31
0.0310,366.57,397.66
0.0320,366.90,398.01
0.0330,367.42,398.58
0.0340,368.08,399.29
0.0350,367.66,398.83
0.0360,366.80,397.90
0.0370,367.60,398.77
0.0380,367.56,398.72
0.0390,366.89,398.01
0.0400,366.06,397.10
0.0410,366.40,397.46
0.0420,366.88,397.99
0.0430,367.60,398.77
0.0440,365.13,396.09
0.0450,367.82,399.01
0.0460,366.76,397.86
0.0470,367.81,399.00
0.0480,365.99,397.02
0.0490,368.01,399.22
0.0500,367.37,398.52
0.0510,367.85,399.04
0.0520,366.86,397.97
0.0530,366.85,397.96
0.0540,366.28,397.34
0.0550,368.05,399.25
0.0560,367.46,398.62
0.0570,367.90,399.09
0.0580,365.26,396.23
0.0590,367.87,399.06
0.0600,367.72,398.90
0.0610,366.72,397.82
0.0620,368.75,400.02
0.0630,367.49,398.65
0.0640,367.92,399.11
0.0650,365.68,396.69
0.0660,369.67,401.02
0.0670,366.35,397.42
0.0680,366.35,397.42
0.0690,367.15,398.29
0.0700,368.94,400.22
0.0710,367.60,398.77
0.0720,365.88,396.91
0.0730,367.76,398.95
0.0740,366.79,397.89
0.0750,367.75,398.93
0.0760,366.78,397.88
0.0770,367.53,398.70
0.0780,367.74,398.93
0.0790,366.85,397.96
0.0800,366.41,397.48
0.0810,366.81,397.91
0.0820,367.47,398.62
0.0830,366.13,397.17
0.0840,368.69,399.96
0.0850,365.88,396.90
0.0860,368.25,399.47
0.0870,366.32,397.38
0.0880,365.33,396.30
0.0890,366.47,397.55
0.0900,367.23,398.37
0.0910,367.37,398.52
0.0920,366.82,397.92
0.0930,366.76,397.86
0.0940,367.09,398.22
0.0950,366.98,398.10
0.0960,368.22,399.45
0.0970,367.21,398.35
0.0980,367.60,398.76
0.0990,367.30,398.45
0.1000,367.09,398.22
0.1010,366.45,397.52
0.1020,366.42,397.49
0.1030,367.41,398.57
0.1040,367.28,398.42
0.1050,367.28,398.42
0.1060,368.06,399.27
0.1070,366.21,397.26
0.1080,366.97,398.09
0.1090,365.49,396.48
0.1100,366.57,397.66
0.1110,367.18,398.32
0.1120,367.49,398.65
0.1130,364.42,395.32
0.1140,367.69,398.86
0.1150,367.12,398.25
0.1160,366.94,398.05
0.1170,367.16,398.29
0.1180,366.99,398.11
0.1190,367.90,399.09
0.1200,367.96,399.16
0.1210,367.54,398.70
0.1220,367.03,398.15
0.1230,367.77,398.96
0.1240,366.31,397.37
0.1250,366.83,397.93
0.1260,366.77,397.87
0.1270,366.21,397.27
0.1280,367.00,398.12
0.1290,368.50,399.75
0.1300,366.60,397.68
0.1310,365.99,397.03
0.1320,367.72,398.90
0.1330,367.44,398.60
0.1340,365.91,396.94
0.1350,366.78,397.88
0.1360,367.15,398.28
0.1370,367.62,398.80
0.1380,367.60,398.77
0.1390,366.68,397.77
0.1400,367.78,398.96
0.1410,367.09,398.22
0.1420,366.42,397.49
0.1430,365.76,396.77
0.1440,366.73,397.83
0.1450,367.98,399.18
0.1460,368.16,399.38
0.1470,367.62,398.80
0.1480,365.73,396.74
0.1490,367.88,399.07
0.1500,366.24,397.29
0.1510,368.02,399.23
0.1520,366.42,397.49
0.1530,366.40,397.47
0.1540,367.22,398.35
0.1550,367.02,398.15
0.1560,366.62,397.70
0.1570,367.87,399.07
0.1580,366.72,397.82
0.1590,367.40,398.56
0.1600,367.22,398.36
0.1610,365.74,396.75
0.1620,368.36,399.59
0.1630,367.23,398.37
0.1640,368.85,400.13
0.1650,365.98,397.01
0.1660,366.42,397.49
0.1670,368.21,399.43
0.1680,367.25,398.39
0.1690,366.69,397.78
0.1700,366.41,397.48
0.1710,367.72,398.90
0.1720,368.47,399.71
0.1730,366.78,397.89
0.1740,367.16,398.29
0.1750,366.03,397.07
0.1760,365.51,396.51
0.1770,366.89,398.00
0.1780,367.43,398.59
0.1790,365.91,396.94
0.1800,367.22,398.36
0.1810,368.20,399.42
0.1820,366.61,397.70
0.1830,366.27,397.32
0.1840,367.48,398.64
0.1850,367.49,398.65
0.1860,366.80,397.90
0.1870,368.41,399.64
0.1880,366.62,397.71
0.1890,366.84,397.95
0.1900,366.38,397.45
0.1910,365.85,396.87
0.1920,367.06,398.19
0.1930,367.41,398.57
0.1940,366.73,397.82
0.1950,366.71,397.81
0.1960,367.86,399.05
0.1970,368.31,399.54
0.1980,367.96,399.16
0.1990,366.86,397.97
0.2000,366.70,397.79
0.2010,367.12,398.25
0.2020,367.46,398.62
0.2030,366.64,397.73
0.2040,366.06,397.10
0.2050,367.43,398.59
0.2060,368.52,399.77
0.2070,367.26,398.41
0.2080,366.03,397.06
0.2090,367.12,398.25
0.2100,367.21,398.34
0.2110,366.82,397.92
0.2120,366.70,397.79
0.2130,366.73,397.83
0.2140,367.37,398.52
0.2150,367.18,398.31
0.2160,366.66,397.75
0.2170,368.10,399.31
0.2180,365.54,396.53
0.2190,367.00,398.12
0.2200,368.20,399.42
0.2210,367.70,398.88
0.2220,367.73,398.91
0.2230,368.35,399.59
0.2240,367.21,398.34
0.2250,367.59,398.76
0.2260,366.98,398.10
0.2270,367.06,398.18
0.2280,366.59,397.67
0.2290,368.04,399.25
0.2300,366.53,397.61
0.2310,366.46,397.53
0.2320,367.27,398.41
0.2330,365.98,397.01
0.2340,366.23,397.29
0.2350,366.49,397.57
0.2360,367.18,398.31
0.2370,367.86,399.05
0.2380,366.73,397.82
0.2390,367.38,398.53
0.2400,365.58,396.58
0.2410,367.10,398.23
0.2420,367.07,398.19
0.2430,365.90,396.92
0.2440,368.25,399.48
0.2450,366.47,397.54
0.2460,367.81,399.00
0.2470,368.14,399.35
0.2480,366.03,397.07
0.2490,367.33,398.48
0.2500,368.53,399.78
0.2510,367.99,399.19
0.2520,367.22,398.36
0.2530,367.40,398.55
0.2540,367.60,398.77
0.2550,365.96,396.99
0.2560,366.36,397.43
0.2570,366.15,397.20
0.2580,367.06,398.18
0.2590,367.20,398.34
0.2600,367.86,399.05
0.2610,365.84,396.86
0.2620,366.72,397.82
0.2630,366.38,397.45
0.2640,367.89,399.08
0.2650,366.33,397.39
0.2660,367.58,398.75
0.2670,366.93,398.04
0.2680,368.18,399.40
0.2690,366.93,398.04
0.2700,367.01,398.13
0.2710,366.55,397.63
0.2720,368.20,399.42
0.2730,365.71,396.72
0.2740,366.84,397.95
0.2750,366.86,397.96
0.2760,366.10,397.15
0.2770,366.57,397.65
0.2780,367.56,398.73
0.2790,365.63,396.64
0.2800,367.13,398.26
0.2810,366.95,398.06
0.2820,367.05,398.17
0.2830,366.42,397.49
0.2840,367.00,398.12
0.2850,366.90,398.01
0.2860,367.67,398.84
0.2870,368.12,399.33
0.2880,368.33,399.56
0.2890,365.44,396.43
0.2900,368.04,399.25
0.2910,367.11,398.24
0.2920,368.27,399.49
0.2930,367.06,398.18
0.2940,366.33,397.39
0.2950,367.38,398.53
0.2960,367.48,398.64
0.2970,367.44,398.60
0.2980,365.68,396.69
0.2990,366.64,397.73
0.3000,367.59,398.76
0.3010,364.91,395.85
0.3020,367.09,398.21
0.3030,367.68,398.86
0.3040,366.55,397.63
0.3050,367.34,398.49
0.3060,367.57,398.73
0.3070,367.89,399.09
0.3080,368.19,399.41
0.3090,366.62,397.70
0.3100,366.73,397.83
0.3110,367.94,399.14
0.3120,366.44,397.51
0.3130,366.56,397.65
0.3140,368.02,399.22
0.3150,366.23,397.29
0.3160,366.96,398.08
0.3170,367.32,398.46
0.3180,367.30,398.44
0.3190,367.26,398.41
0.3200,366.74,397.84
0.3210,367.22,398.36
0.3220,366.58,397.66
0.3230,366.78,397.89
0.3240,366.07,397.11
0.3250,366.34,397.40
0.3260,367.21,398.35
0.3270,367.48,398.64
0.3280,367.98,399.18
0.3290,365.87,396.89
0.3300,366.94,398.05
0.3310,367.14,398.27
0.3320,366.85,397.95
0.3330,366.97,398.08
0.3340,366.07,397.11
0.3350,366.49,397.57
0.3360,367.52,398.68
0.3370,367.43,398.59
0.3380,367.03,398.15
0.3390,367.72,398.90
0.3400,366.85,397.95
0.3410,366.79,397.89
0.3420,367.09,398.22
0.3430,367.27,398.42
0.3440,366.53,397.61
0.3450,367.87,399.06
0.3460,367.45,398.61
0.3470,367.39,398.54
0.3480,368.13,399.34
0.3490,366.83,397.94
0.3500,366.32,397.38
0.3510,366.84,397.94
0.3520,367.22,398.36
0.3530,366.05,397.08
0.3540,368.10,399.31
0.3550,366.15,397.19
0.3560,367.11,398.23
0.3570,367.62,398.79
0.3580,367.84,399.03
0.3590,367.45,398.61
0.3600,366.56,397.64
0.3610,367.34,398.48
0.3620,367.35,398.50
0.3630,367.47,398.63
0.3640,366.96,398.08
0.3650,367.14,398.27
0.3660,366.69,397.78
