time_s,Fz_left_N,Fz_right_N
0.0000,400.90,373.94
0.0010,402.70,375.62
0.0020,400.61,373.67
0.0030,402.01,374.97
0.0040,402.58,375.50
0.0050,401.90,374.87
0.0060,403.59,376.45
0.0070,398.70,371.89
0.0080,404.02,376.85
0.0090,403.16,376.05
0.0100,402.22,375.17
0.0110,399.85,372.96
0.0120,401.97,374.94
0.0130,400.67,373.73
0.0140,402.93,375.83
0.0150,402.23,375.18
0.0160,401.06,374.09
0.0170,402.23,375.17
0.0180,401.71,374.69
0.0190,401.75,374.73
0.0200,400.88,373.92
0.0210,402.25,375.20
0.0220,401.61,374.60
0.0230,401.41,374.41
0.0240,401.69,374.68
0.0250,403.65,376.51
0.0260,400.37,373.44
0.0270,402.16,375.12
0.0280,401.97,374.94
0.0290,401.67,374.65
0.0300,401.58,374.57
0.0310,402.85,375.76
0.0320,401.50,374.50
0.0330,400.95,373.99
0.0340,401.68,374.66
0.0350,400.20,373.29
0.0360,400.90,373.94
0.0370,401.11,374.13
0.0380,402.42,375.35
0.0390,402.63,375.55
0.0400,399.28,372.43
0.0410,400.06,373.16
0.0420,402.23,375.18
0.0430,401.69,374.68
0.0440,401.82,374.79
0.0450,402.28,375.22
0.0460,402.33,375.27
0.0470,403.36,376.23
0.0480,401.93,374.90
0.0490,403.72,376.57
0.0500,401.40,374.40
0.0510,403.77,376.62
0.0520,402.00,374.96
0.0530,402.93,375.83
0.0540,401.10,374.12
0.0550,401.15,374.17
0.0560,399.81,372.92
0.0570,402.68,375.60
0.0580,401.54,374.53
0.0590,405.15,377.90
0.0600,402.84,375.75
0.0610,403.06,375.96
0.0620,401.60,374.59
0.0630,401.46,374.46
0.0640,402.10,375.06
0.0650,402.38,375.32
0.0660,402.93,375.83
0.0670,402.43,375.36
0.0680,401.55,374.54
0.0690,403.38,376.25
0.0700,401.41,374.42
0.0710,401.13,374.15
0.0720,399.96,373.06
0.0730,403.29,376.17
0.0740,399.81,372.92
0.0750,400.84,373.88
0.0760,400.18,373.27
0.0770,400.53,373.60
0.0780,399.73,372.85
