time_s,Fz_left_N,Fz_right_N
0.0000,388.26,392.33
0.0010,389.87,393.95
0.0020,390.25,394.34
0.0030,388.77,392.84
0.0040,387.89,391.95
0.0050,389.09,393.17
0.0060,387.87,391.93
0.0070,391.31,395.41
0.0080,391.21,395.31
0.0090,391.51,395.61
0.0100,389.73,393.81
0.0110,390.18,394.27
0.0120,387.87,391.93
0.0130,388.98,393.05
0.0140,390.56,394.64
0.0150,392.56,396.67
0.0160,390.21,394.30
0.0170,390.27,394.36
0.0180,390.31,394.40
0.0190,390.94,395.03
0.0200,390.60,394.69
0.0210,390.21,394.30
0.0220,390.08,394.16
0.0230,389.92,394.00
0.0240,390.61,394.70
0.0250,390.71,394.80
0.0260,390.66,394.75
0.0270,392.14,396.25
0.0280,391.24,395.33
0.0290,392.97,397.08
0.0300,389.41,393.49
0.0310,392.09,396.19
0.0320,390.04,394.12
0.0330,392.01,396.11
0.0340,391.47,395.56
0.0350,392.23,396.34
0.0360,389.28,393.36
0.0370,392.39,396.49
0.0380,389.97,394.05
0.0390,391.23,395.32
0.0400,391.90,396.00
0.0410,392.26,396.37
0.0420,390.11,394.19
0.0430,391.68,395.78
0.0440,391.99,396.10
0.0450,390.54,394.63
0.0460,389.30,393.38
0.0470,389.37,393.45
0.0480,389.08,393.15
0.0490,388.46,392.53
0.0500,389.89,393.97
0.0510,390.84,394.93
0.0520,388.57,392.63
0.0530,390.83,394.92
0.0540,388.80,392.87
0.0550,390.35,394.43
0.0560,392.37,396.48
0.0570,389.23,393.31
0.0580,391.26,395.36
0.0590,390.43,394.52
0.0600,389.71,393.79
0.0610,389.46,393.54
0.0620,391.49,395.59
0.0630,390.56,394.65
0.0640,391.94,396.04
0.0650,388.96,393.03
0.0660,391.50,395.60
0.0670,388.12,392.19
0.0680,392.22,396.32
0.0690,392.28,396.39
0.0700,391.14,395.24
0.0710,390.93,395.03
0.0720,390.38,394.46
0.0730,389.64,393.72
0.0740,389.59,393.67
0.0750,389.20,393.27
0.0760,389.89,393.98
0.0770,392.39,396.50
0.0780,390.75,394.84
0.0790,389.52,393.60
0.0800,388.75,392.82
0.0810,390.14,394.22
0.0820,389.88,393.96
0.0830,393.98,398.11
