time_s,Fz_left_N,Fz_right_N
0.0000,392.69,372.35
0.0010,394.47,374.04
0.0020,392.40,372.07
0.0030,393.78,373.39
0.0040,394.35,373.92
0.0050,393.67,373.28
0.0060,395.35,374.88
0.0070,390.50,370.28
0.0080,395.78,375.28
0.0090,394.93,374.47
0.0100,394.00,373.59
0.0110,391.64,371.36
0.0120,393.75,373.35
0.0130,392.46,372.13
0.0140,394.70,374.26
0.0150,394.01,373.60
0.0160,392.85,372.50
0.0170,394.00,373.59
0.0180,393.49,373.11
0.0190,393.53,373.15
0.0200,392.67,372.33
0.0210,394.03,373.62
0.0220,393.40,373.02
0.0230,393.19,372.82
0.0240,393.47,373.09
0.0250,395.42,374.94
0.0260,392.16,371.85
0.0270,393.94,373.53
0.0280,393.75,373.35
0.0290,393.45,373.07
0.0300,393.36,372.98
0.0310,394.62,374.18
0.0320,393.28,372.91
0.0330,392.74,372.39
0.0340,393.46,373.07
0.0350,391.99,371.69
0.0360,392.69,372.34
0.0370,392.89,372.54
0.0380,394.19,373.77
0.0390,394.40,373.97
0.0400,391.08,370.82
0.0410,391.85,371.56
0.0420,394.01,373.60
0.0430,393.47,373.09
0.0440,393.60,373.21
0.0450,394.05,373.64
0.0460,394.10,373.69
0.0470,395.13,374.66
0.0480,393.71,373.31
0.0490,395.48,374.99
0.0500,393.18,372.81
0.0510,395.54,375.05
0.0520,393.77,373.38
0.0530,394.70,374.25
0.0540,392.88,372.53
0.0550,392.93,372.58
0.0560,391.60,371.32
0.0570,394.45,374.02
0.0580,393.32,372.95
0.0590,396.90,376.34
0.0600,394.61,374.17
0.0610,394.83,374.38
0.0620,393.38,373.01
0.0630,393.24,372.87
0.0640,393.88,373.48
0.0650,394.16,373.74
0.0660,394.70,374.25
0.0670,394.20,373.78
0.0680,393.33,372.96
0.0690,395.15,374.68
0.0700,393.19,372.83
0.0710,392.91,372.56
0.0720,391.76,371.46
0.0730,395.06,374.59
0.0740,391.60,371.32
0.0750,392.63,372.29
0.0760,391.98,371.67
0.0770,392.32,372.00
0.0780,391.53,371.25
0.0790,390.42,370.20
0.0800,393.29,372.92
0.0810,392.34,372.02
0.0820,392.83,372.48
0.0830,394.15,373.73
0.0840,393.75,373.35
0.0850,393.85,373.45
0.0860,391.27,371.00
0.0870,393.09,372.73
0.0880,393.57,373.19
0.0890,394.82,374.37
0.0900,393.13,372.76
0.0910,392.39,372.07
0.0920,391.67,371.39
0.0930,394.05,373.64
0.0940,392.85,372.50
0.0950,394.44,374.01
0.0960,393.65,373.26
0.0970,392.95,372.60
0.0980,395.01,374.55
0.0990,392.36,372.04
0.1000,394.16,373.75
0.1010,392.09,371.78
0.1020,392.89,372.54
0.1030,392.49,372.16
0.1040,393.23,372.86
0.1050,395.32,374.85
0.1060,393.96,373.55
0.1070,393.32,372.95
0.1080,393.84,373.44
0.1090,393.91,373.51
0.1100,393.19,372.82
0.1110,391.69,371.41
0.1120,393.48,373.10
0.1130,391.61,371.33
0.1140,391.19,370.93
0.1150,392.26,371.94
0.1160,393.35,372.98
0.1170,393.43,373.05
0.1180,393.04,372.68
0.1190,394.02,373.61
0.1200,393.34,372.96
0.1210,390.76,370.52
0.1220,395.79,375.29
0.1230,394.29,373.87
0.1240,395.50,375.01
0.1250,394.81,374.36
0.1260,392.44,372.11
0.1270,392.25,371.93
0.1280,394.19,373.77
0.1290,394.86,374.40
0.1300,392.95,372.60
0.1310,394.22,373.80
0.1320,391.88,371.58
0.1330,393.44,373.06
0.1340,394.20,373.79
0.1350,393.29,372.92
0.1360,393.94,373.53
0.1370,393.39,373.01
0.1380,395.23,374.76
0.1390,392.92,372.56
0.1400,393.50,373.12
0.1410,395.17,374.70
0.1420,391.08,370.82
0.1430,392.89,372.54
0.1440,392.82,372.47
0.1450,394.91,374.45
0.1460,395.16,374.70
0.1470,394.04,373.63
0.1480,393.83,373.43
0.1490,392.64,372.30
0.1500,394.00,373.59
0.1510,393.28,372.91
0.1520,394.12,373.71
0.1530,390.39,370.17
0.1540,395.19,374.72
0.1550,394.35,373.92
0.1560,393.31,372.94
0.1570,394.13,373.72
0.1580,393.60,373.21
0.1590,394.51,374.07
0.1600,394.27,373.84
0.1610,392.61,372.27
0.1620,393.66,373.27
0.1630,394.29,373.87
0.1640,396.56,376.02
0.1650,393.16,372.80
0.1660,392.68,372.34
0.1670,392.78,372.44
0.1680,392.71,372.37
0.1690,392.72,372.38
0.1700,396.33,375.80
0.1710,392.68,372.34
0.1720,392.14,371.83
0.1730,392.87,372.52
0.1740,394.50,374.07
0.1750,395.70,375.20
0.1760,392.30,371.98
0.1770,394.27,373.85
0.1780,393.03,372.67
0.1790,390.94,370.69
0.1800,395.14,374.68
0.1810,392.76,372.41
0.1820,394.90,374.44
0.1830,394.08,373.67
0.1840,390.59,370.36
0.1850,394.55,374.11
0.1860,394.54,374.10
0.1870,392.08,371.77
0.1880,392.32,372.00
0.1890,392.62,372.28
0.1900,390.80,370.56
0.1910,396.32,375.79
0.1920,394.89,374.43
0.1930,394.29,373.87
0.1940,394.66,374.21
0.1950,393.00,372.64
0.1960,393.38,373.00
0.1970,391.50,371.22
0.1980,393.96,373.55
0.1990,393.21,372.84
0.2000,397.32,376.74
0.2010,392.18,371.87
0.2020,394.99,374.53
0.2030,392.74,372.39
0.2040,394.32,373.90
0.2050,393.16,372.80
0.2060,394.55,374.11
0.2070,392.59,372.26
0.2080,394.92,374.46
0.2090,391.61,371.32
0.2100,393.76,373.37
0.2110,392.46,372.13
0.2120,393.12,372.76
0.2130,392.10,371.79
0.2140,393.47,373.09
0.2150,393.40,373.02
0.2160,394.58,374.14
0.2170,394.82,374.36
0.2180,393.38,373.00
0.2190,392.32,372.00
0.2200,392.76,372.41
0.2210,395.64,375.15
0.2220,393.74,373.34
0.2230,393.44,373.07
0.2240,392.35,372.03
0.2250,392.42,372.10
0.2260,393.73,373.34
0.2270,392.47,372.14
0.2280,395.65,375.16
0.2290,394.45,374.02
0.2300,394.13,373.71
0.2310,394.52,374.09
0.2320,393.50,373.11
0.2330,393.49,373.11
0.2340,393.19,372.82
0.2350,391.78,371.49
0.2360,392.40,372.07
0.2370,394.55,374.11
0.2380,393.33,372.96
0.2390,394.55,374.12
0.2400,392.49,372.16
0.2410,393.36,372.98
0.2420,391.96,371.65
0.2430,393.76,373.37
0.2440,393.99,373.59
0.2450,394.25,373.83
0.2460,392.35,372.03
0.2470,392.50,372.17
0.2480,393.23,372.86
0.2490,395.58,375.09
0.2500,394.43,374.00
0.2510,393.94,373.53
0.2520,392.01,371.71
0.2530,395.75,375.25
0.2540,389.71,369.53
0.2550,395.54,375.05
0.2560,392.78,372.43
0.2570,392.01,371.70
0.2580,391.14,370.88
0.2590,395.15,374.68
0.2600,393.77,373.37
0.2610,394.89,374.44
0.2620,394.02,373.61
0.2630,395.24,374.77
0.2640,391.15,370.89
0.2650,394.43,374.00
0.2660,392.79,372.44
0.2670,393.48,373.10
0.2680,391.95,371.65
0.2690,391.57,371.28
0.2700,392.31,371.99
0.2710,393.89,373.48
0.2720,389.56,369.38
0.2730,390.89,370.64
0.2740,393.94,373.54
0.2750,390.54,370.31
0.2760,390.38,370.16
0.2770,393.47,373.09
0.2780,392.70,372.35
0.2790,393.08,372.72
0.2800,394.06,373.65
0.2810,393.17,372.80
0.2820,394.08,373.66
0.2830,393.33,372.95
0.2840,393.84,373.44
0.2850,394.67,374.22
0.2860,392.98,372.62
0.2870,394.95,374.49
0.2880,393.36,372.98
0.2890,393.03,372.67
0.2900,393.58,373.19
0.2910,392.70,372.36
0.2920,394.02,373.61
0.2930,394.09,373.68
0.2940,391.51,371.23
0.2950,391.44,371.16
0.2960,393.10,372.74
0.2970,390.56,370.33
0.2980,397.28,376.70
0.2990,393.96,373.56
0.3000,392.07,371.76
0.3010,393.11,372.75
0.3020,392.61,372.28
0.3030,393.41,373.03
0.3040,394.88,374.42
0.3050,393.03,372.67
0.3060,391.99,371.68
0.3070,393.80,373.40
0.3080,393.70,373.31
0.3090,392.93,372.58
0.3100,395.22,374.75
0.3110,391.18,370.92
0.3120,392.90,372.55
0.3130,391.44,371.16
0.3140,393.35,372.98
0.3150,393.02,372.67
0.3160,394.20,373.78
0.3170,396.04,375.52
0.3180,393.92,373.51
0.3190,391.85,371.55
0.3200,392.54,372.21
0.3210,393.96,373.55
0.3220,391.79,371.49
0.3230,392.86,372.51
0.3240,393.52,373.14
0.3250,391.82,371.53
0.3260,395.88,375.37
0.3270,395.89,375.38
0.3280,393.27,372.90
0.3290,394.79,374.34
0.3300,392.94,372.58
0.3310,392.61,372.28
0.3320,392.75,372.41
0.3330,393.55,373.16
0.3340,394.52,374.08
0.3350,391.85,371.55
0.3360,393.94,373.54
0.3370,393.39,373.01
0.3380,392.59,372.25
0.3390,392.41,372.08
0.3400,392.03,371.73
0.3410,391.11,370.85
0.3420,392.48,372.15
0.3430,392.71,372.37
0.3440,393.45,373.07
0.3450,395.41,374.93
0.3460,392.76,372.42
0.3470,392.88,372.53
0.3480,390.56,370.33
0.3490,394.60,374.16
0.3500,393.73,373.33
0.3510,392.47,372.14
0.3520,393.46,373.08
0.3530,395.58,375.09
0.3540,395.73,375.23
0.3550,391.19,370.92
0.3560,394.83,374.38
0.3570,395.19,374.72
0.3580,390.86,370.62
0.3590,393.19,372.82
0.3600,393.08,372.72
0.3610,395.62,375.13
0.3620,395.76,375.26
0.3630,392.16,371.85
0.3640,391.66,371.38
0.3650,394.50,374.06
0.3660,391.71,371.42
0.3670,390.54,370.31
0.3680,393.63,373.24
0.3690,395.26,374.79
0.3700,389.79,369.60
0.3710,395.58,375.09
0.3720,393.69,373.30
0.3730,392.47,372.14
0.3740,393.18,372.82
0.3750,392.89,372.54
0.3760,393.01,372.65
0.3770,394.01,373.60
0.3780,393.68,373.29
0.3790,395.94,375.43
0.3800,395.51,375.03
0.3810,391.18,370.92
0.3820,391.50,371.22
0.3830,389.95,369.75
0.3840,391.70,371.41
0.3850,392.73,372.39
0.3860,396.27,375.74
0.3870,392.84,372.49
0.3880,393.15,372.78
0.3890,393.08,372.72
0.3900,393.49,373.11
0.3910,392.17,371.86
0.3920,394.17,373.76
0.3930,392.08,371.77
0.3940,393.76,373.36
0.3950,392.08,371.77
0.3960,394.15,373.73
0.3970,393.34,372.96
0.3980,394.12,373.71
0.3990,394.16,373.75
0.4000,392.17,371.85
0.4010,393.73,373.33
0.4020,392.11,371.80
0.4030,391.36,371.09
0.4040,394.37,373.94
0.4050,392.80,372.45
0.4060,393.31,372.93
0.4070,394.80,374.35
0.4080,390.75,370.51
0.4090,393.30,372.93
0.4100,393.30,372.93
0.4110,392.89,372.53
0.4120,394.61,374.17
0.4130,390.99,370.74
0.4140,394.16,373.75
0.4150,392.61,372.27
0.4160,393.99,373.59
0.4170,392.10,371.79
0.4180,392.38,372.05
0.4190,394.30,373.88
0.4200,394.08,373.67
0.4210,394.03,373.62
0.4220,395.34,374.86
0.4230,392.34,372.02
0.4240,393.83,373.43
0.4250,394.79,374.34
0.4260,395.16,374.69
0.4270,395.19,374.72
0.4280,393.14,372.77
0.4290,393.39,373.01
0.4300,392.00,371.69
0.4310,393.52,373.13
0.4320,392.92,372.57
0.4330,394.36,373.93
0.4340,396.13,375.61
0.4350,396.93,376.37
0.4360,394.03,373.62
0.4370,394.30,373.87
0.4380,393.61,373.22
0.4390,393.74,373.34
0.4400,392.30,371.98
0.4410,394.77,374.32
0.4420,394.05,373.64
0.4430,393.87,373.47
0.4440,394.46,374.02
0.4450,394.28,373.85
0.4460,392.56,372.22
0.4470,393.16,372.80
0.4480,393.59,373.20
0.4490,393.25,372.88
0.4500,394.47,374.03
0.4510,394.41,373.98
0.4520,394.86,374.41
0.4530,396.21,375.68
0.4540,392.69,372.35
0.4550,390.61,370.38
0.4560,392.32,372.00
0.4570,393.81,373.41
0.4580,392.40,372.07
0.4590,394.95,374.49
0.4600,394.53,374.09
0.4610,394.27,373.85
0.4620,393.96,373.55
0.4630,393.57,373.18
0.4640,392.01,371.71
0.4650,393.36,372.98
0.4660,391.44,371.17
0.4670,394.03,373.62
0.4680,396.69,376.14
0.4690,392.84,372.49
0.4700,390.49,370.27
0.4710,395.45,374.97
0.4720,394.71,374.27
0.4730,392.48,372.15
0.4740,394.95,374.49
0.4750,392.35,372.03
0.4760,394.56,374.13
0.4770,390.86,370.61
0.4780,392.30,371.98
0.4790,393.83,373.43
0.4800,392.04,371.74
0.4810,394.88,374.43
0.4820,394.74,374.29
0.4830,391.29,371.02
0.4840,394.57,374.13
0.4850,391.32,371.05
0.4860,394.78,374.33
0.4870,393.73,373.33
0.4880,395.04,374.57
0.4890,395.92,375.42
0.4900,393.82,373.42
0.4910,392.78,372.43
0.4920,394.57,374.13
0.4930,394.04,373.63
0.4940,394.48,374.05
0.4950,393.11,372.75
0.4960,392.20,371.88
0.4970,393.03,372.67
0.4980,391.68,371.40
0.4990,394.56,374.12
0.5000,393.11,372.74
0.5010,392.60,372.27
0.5020,390.94,370.69
0.5030,392.70,372.36
0.5040,391.22,370.96
0.5050,394.19,373.77
0.5060,395.76,375.26
0.5070,392.96,372.61
0.5080,392.91,372.56
0.5090,391.07,370.81
0.5100,392.65,372.31
0.5110,392.23,371.91
0.5120,392.94,372.59
0.5130,391.41,371.13
0.5140,393.14,372.77
0.5150,392.46,372.14
0.5160,394.65,374.21
0.5170,395.56,375.07
0.5180,394.14,373.73
0.5190,393.42,373.04
0.5200,391.99,371.68
0.5210,396.58,376.04
0.5220,394.45,374.02
0.5230,395.48,374.99
0.5240,392.88,372.53
0.5250,394.69,374.24
0.5260,393.16,372.80
0.5270,394.08,373.66
0.5280,392.02,371.71
0.5290,392.25,371.93
0.5300,391.98,371.68
0.5310,394.53,374.09
0.5320,394.00,373.59
0.5330,391.31,371.04
0.5340,391.32,371.05
0.5350,392.60,372.26
0.5360,391.60,371.32
0.5370,393.10,372.73
0.5380,391.49,371.21
0.5390,391.78,371.49
0.5400,394.25,373.83
0.5410,393.85,373.45
0.5420,391.74,371.45
0.5430,394.12,373.70
0.5440,392.60,372.26
0.5450,392.91,372.55
0.5460,392.20,371.88
0.5470,392.70,372.35
0.5480,391.97,371.66
0.5490,394.22,373.80
0.5500,391.57,371.29
0.5510,393.14,372.78
0.5520,395.74,375.24
0.5530,393.84,373.44
0.5540,392.07,371.76
0.5550,394.57,374.13
0.5560,393.93,373.52
0.5570,397.96,377.35
0.5580,390.82,370.58
0.5590,394.82,374.37
0.5600,393.36,372.98
0.5610,391.98,371.68
0.5620,393.69,373.29
0.5630,392.77,372.43
0.5640,393.82,373.43
0.5650,390.22,370.01
0.5660,392.67,372.33
0.5670,393.50,373.12
0.5680,394.38,373.95
0.5690,393.85,373.45
0.5700,392.28,371.96
0.5710,392.45,372.12
0.5720,389.59,369.41
0.5730,393.10,372.73
0.5740,392.23,371.91
0.5750,393.52,373.14
0.5760,392.82,372.47
0.5770,393.81,373.41
0.5780,393.49,373.11
0.5790,391.23,370.97
0.5800,393.88,373.48
0.5810,395.21,374.73
0.5820,392.75,372.40
0.5830,394.43,374.00
0.5840,390.04,369.83
0.5850,393.78,373.38
0.5860,394.57,374.13
0.5870,391.76,371.47
0.5880,393.70,373.30
0.5890,391.56,371.27
0.5900,393.53,373.14
0.5910,395.84,375.34
0.5920,394.20,373.78
0.5930,394.24,373.82
0.5940,396.42,375.88
0.5950,392.60,372.26
0.5960,391.59,371.30
0.5970,394.26,373.84
0.5980,395.68,375.18
0.5990,390.49,370.27
0.6000,393.62,373.23
0.6010,392.89,372.54
0.6020,394.30,373.88
0.6030,391.46,371.18
0.6040,391.78,371.48
0.6050,393.10,372.74
0.6060,392.71,372.37
0.6070,393.73,373.33
0.6080,395.09,374.63
0.6090,392.38,372.06
0.6100,394.05,373.64
0.6110,393.00,372.65
0.6120,393.94,373.54
0.6130,394.85,374.40
0.6140,392.27,371.95
0.6150,394.25,373.83
0.6160,392.42,372.10
0.6170,394.97,374.51
0.6180,394.03,373.62
0.6190,392.65,372.31
0.6200,391.51,371.23
0.6210,394.22,373.80
0.6220,394.39,373.97
0.6230,392.90,372.55
0.6240,395.15,374.68
0.6250,396.42,375.88
0.6260,391.65,371.36
0.6270,396.82,376.27
0.6280,393.19,372.82
0.6290,395.04,374.58
0.6300,394.84,374.39
0.6310,390.10,369.90
0.6320,391.70,371.41
0.6330,392.51,372.18
0.6340,394.07,373.66
0.6350,393.01,372.66
0.6360,391.91,371.61
0.6370,393.49,373.11
0.6380,393.73,373.33
0.6390,393.03,372.67
0.6400,395.51,375.02
0.6410,395.68,375.19
0.6420,392.36,372.04
0.6430,394.97,374.51
0.6440,392.77,372.42
0.6450,394.60,374.16
0.6460,393.66,373.27
0.6470,392.49,372.16
0.6480,394.61,374.17
0.6490,393.57,373.18
0.6500,393.65,373.26
0.6510,392.72,372.38
0.6520,392.64,372.30
0.6530,392.63,372.30
0.6540,393.27,372.90
0.6550,392.56,372.23
0.6560,395.71,375.21
0.6570,394.44,374.01
0.6580,389.69,369.51
0.6590,392.37,372.04
0.6600,394.21,373.79
0.6610,394.88,374.42
0.6620,393.48,373.10
0.6630,394.42,373.99
0.6640,393.14,372.78
0.6650,393.63,373.24
0.6660,393.26,372.89
0.6670,394.83,374.38
0.6680,392.82,372.47
0.6690,392.52,372.18
0.6700,393.00,372.64
0.6710,393.32,372.94
0.6720,393.12,372.76
0.6730,391.77,371.48
0.6740,393.53,373.15
0.6750,391.70,371.41
0.6760,393.29,372.92
0.6770,392.65,372.31
0.6780,392.84,372.49
0.6790,392.55,372.22
0.6800,395.24,374.77
0.6810,395.76,375.26
0.6820,392.39,372.07
0.6830,392.34,372.01
0.6840,395.99,375.48
0.6850,392.37,372.04
0.6860,393.47,373.09
0.6870,392.98,372.63
0.6880,395.04,374.58
0.6890,393.89,373.49
0.6900,394.11,373.69
0.6910,394.95,374.49
0.6920,397.87,377.26
0.6930,392.19,371.87
0.6940,394.43,374.00
0.6950,395.13,374.67
0.6960,392.04,371.74
0.6970,394.32,373.89
0.6980,392.47,372.14
0.6990,391.23,370.97
0.7000,393.02,372.66
0.7010,390.21,370.00
0.7020,392.55,372.22
0.7030,392.46,372.13
0.7040,393.31,372.94
0.7050,393.05,372.70
0.7060,392.32,372.00
0.7070,393.79,373.39
0.7080,396.04,375.52
0.7090,392.97,372.62
0.7100,393.13,372.76
0.7110,390.35,370.13
0.7120,393.70,373.31
0.7130,394.07,373.66
0.7140,393.17,372.81
0.7150,393.85,373.45
0.7160,391.37,371.10
0.7170,393.20,372.84
0.7180,390.07,369.87
0.7190,393.90,373.50
0.7200,394.11,373.70
0.7210,392.61,372.27
0.7220,393.31,372.93
0.7230,394.16,373.75
0.7240,391.39,371.12
0.7250,394.59,374.15
0.7260,392.86,372.51
0.7270,393.66,373.27
0.7280,393.31,372.94
0.7290,392.65,372.31
0.7300,392.31,371.99
0.7310,394.42,373.99
0.7320,391.83,371.54
0.7330,391.88,371.58
0.7340,391.86,371.56
0.7350,393.43,373.05
0.7360,394.40,373.97
0.7370,392.95,372.59
0.7380,395.86,375.36
0.7390,391.72,371.43
0.7400,394.05,373.64
0.7410,394.44,374.00
0.7420,394.31,373.89
0.7430,393.30,372.93
0.7440,392.76,372.42
0.7450,391.45,371.17
0.7460,393.00,372.64
0.7470,392.93,372.57
0.7480,392.72,372.38
0.7490,393.12,372.76
0.7500,394.19,373.77
0.7510,391.09,370.83
0.7520,390.74,370.50
0.7530,395.32,374.84
0.7540,390.63,370.39
0.7550,392.94,372.59
0.7560,391.59,371.31
0.7570,392.58,372.24
0.7580,393.69,373.30
0.7590,397.51,376.92
0.7600,395.36,374.88
0.7610,392.33,372.01
0.7620,393.54,373.16
0.7630,392.99,372.63
0.7640,392.59,372.26
0.7650,392.15,371.83
0.7660,395.32,374.84
0.7670,395.93,375.42
0.7680,393.71,373.32
0.7690,390.49,370.27
0.7700,393.51,373.12
0.7710,392.01,371.70
0.7720,393.92,373.51
0.7730,393.37,373.00
0.7740,392.44,372.11
0.7750,392.83,372.48
0.7760,393.76,373.37
0.7770,392.15,371.84
0.7780,390.72,370.48
0.7790,394.73,374.28
0.7800,392.39,372.06
0.7810,393.47,373.09
0.7820,392.76,372.42
0.7830,395.94,375.43
0.7840,390.95,370.70
0.7850,393.36,372.98
0.7860,393.29,372.92
0.7870,393.92,373.51
0.7880,391.03,370.78
0.7890,394.87,374.42
0.7900,394.04,373.63
0.7910,394.17,373.75
0.7920,394.20,373.78
0.7930,392.55,372.22
0.7940,395.20,374.73
0.7950,392.98,372.63
0.7960,393.56,373.17
0.7970,389.99,369.79
0.7980,392.49,372.16
0.7990,395.17,374.70
0.8000,392.23,371.92
0.8010,395.69,375.19
0.8020,393.10,372.73
0.8030,395.36,374.88
0.8040,394.51,374.08
0.8050,392.59,372.25
0.8060,395.76,375.26
0.8070,392.36,372.04
0.8080,396.26,375.73
0.8090,392.76,372.41
0.8100,393.86,373.46
0.8110,392.86,372.51
0.8120,392.57,372.23
0.8130,393.10,372.74
0.8140,395.81,375.31
0.8150,393.60,373.21
0.8160,395.17,374.71
0.8170,392.64,372.31
0.8180,392.47,372.14
0.8190,394.58,374.14
0.8200,390.08,369.87
0.8210,393.05,372.69
0.8220,392.23,371.91
0.8230,394.60,374.16
0.8240,394.39,373.96
0.8250,391.64,371.35
0.8260,395.50,375.01
0.8270,391.19,370.93
0.8280,391.77,371.48
0.8290,394.82,374.37
0.8300,391.89,371.59
0.8310,392.61,372.28
0.8320,394.47,374.04
0.8330,392.11,371.80
0.8340,392.12,371.81
0.8350,391.14,370.88
0.8360,393.73,373.33
0.8370,393.34,372.97
0.8380,395.43,374.95
0.8390,392.24,371.92
0.8400,393.61,373.22
0.8410,394.72,374.27
0.8420,393.70,373.31
0.8430,389.83,369.64
0.8440,393.14,372.78
0.8450,395.25,374.78
0.8460,393.42,373.04
0.8470,394.19,373.78
0.8480,393.19,372.82
0.8490,391.21,370.94
0.8500,393.60,373.22
0.8510,393.94,373.54
0.8520,393.01,372.65
0.8530,394.84,374.39
0.8540,391.91,371.61
0.8550,392.22,371.90
0.8560,391.89,371.59
0.8570,389.80,369.61
0.8580,394.26,373.84
0.8590,393.12,372.76
0.8600,392.01,371.70
0.8610,391.45,371.18
0.8620,393.42,373.04
0.8630,393.16,372.80
0.8640,392.05,371.74
0.8650,391.50,371.22
0.8660,391.07,370.81
0.8670,392.87,372.52
0.8680,394.10,373.68
0.8690,393.91,373.50
0.8700,393.26,372.89
0.8710,392.87,372.52
0.8720,394.29,373.87
0.8730,392.98,372.63
0.8740,391.68,371.39
0.8750,390.28,370.06
0.8760,394.74,374.29
0.8770,392.69,372.35
0.8780,393.83,373.43
0.8790,391.96,371.66
0.8800,390.77,370.53
0.8810,396.21,375.68
0.8820,393.60,373.21
0.8830,392.59,372.26
0.8840,393.74,373.35
0.8850,391.55,371.26
0.8860,392.87,372.52
0.8870,391.34,371.07
0.8880,391.63,371.34
0.8890,391.75,371.45
0.8900,392.27,371.95
0.8910,392.74,372.39
0.8920,394.30,373.87
0.8930,392.70,372.35
0.8940,393.73,373.34
0.8950,395.54,375.05
0.8960,395.64,375.14
0.8970,393.77,373.38
0.8980,393.17,372.81
0.8990,396.14,375.62
0.9000,391.87,371.57
0.9010,393.12,372.76
0.9020,392.62,372.28
0.9030,391.70,371.41
0.9040,391.36,371.09
0.9050,392.20,371.89
0.9060,392.76,372.41
0.9070,394.67,374.22
0.9080,394.54,374.10
0.9090,393.90,373.50
0.9100,394.83,374.38
0.9110,392.89,372.54
0.9120,396.02,375.51
0.9130,393.45,373.07
0.9140,393.13,372.76
0.9150,392.80,372.46
0.9160,389.55,369.37
0.9170,393.93,373.52
0.9180,391.07,370.81
0.9190,393.53,373.15
0.9200,395.31,374.83
0.9210,393.58,373.20
0.9220,393.98,373.58
0.9230,395.83,375.33
0.9240,394.55,374.12
0.9250,393.64,373.25
0.9260,396.17,375.65
0.9270,393.16,372.79
0.9280,391.74,371.45
0.9290,394.29,373.86
0.9300,393.96,373.56
0.9310,394.93,374.47
0.9320,392.15,371.84
0.9330,394.35,373.92
0.9340,393.54,373.16
0.9350,393.93,373.52
0.9360,391.16,370.90
0.9370,394.19,373.77
0.9380,393.79,373.39
0.9390,394.07,373.66
0.9400,391.76,371.47
0.9410,391.99,371.68
0.9420,395.76,375.26
0.9430,394.78,374.33
0.9440,391.91,371.61
0.9450,395.35,374.87
0.9460,393.52,373.14
0.9470,390.90,370.65
0.9480,392.77,372.43
0.9490,395.24,374.77
0.9500,394.33,373.90
0.9510,393.13,372.77
0.9520,394.55,374.11
0.9530,394.01,373.60
0.9540,394.53,374.10
0.9550,393.69,373.30
0.9560,391.54,371.26
0.9570,393.24,372.87
0.9580,394.86,374.41
