time_s,Fz_left_N,Fz_right_N
0.0000,459.52,353.89
0.0010,459.79,354.09
0.0020,460.31,354.50
0.0030,459.75,354.06
0.0040,460.06,354.31
0.0050,459.81,354.11
0.0060,459.27,353.70
0.0070,458.63,353.20
0.0080,459.19,353.63
0.0090,458.24,352.90
0.0100,460.56,354.69
0.0110,460.47,354.62
0.0120,458.35,352.99
0.0130,460.00,354.26
0.0140,456.93,351.89
0.0150,461.71,355.58
0.0160,460.24,354.44
0.0170,460.70,354.80
0.0180,459.65,353.99
0.0190,461.08,355.09
0.0200,459.96,354.23
0.0210,459.89,354.17
0.0220,459.22,353.66
0.0230,458.98,353.47
0.0240,460.82,354.89
0.0250,458.53,353.12
0.0260,459.64,353.98
0.0270,459.89,354.17
0.0280,458.96,353.46
0.0290,459.78,354.09
0.0300,460.69,354.79
0.0310,459.15,353.61
0.0320,459.63,353.98
0.0330,461.29,355.26
0.0340,459.54,353.91
0.0350,459.90,354.18
0.0360,460.14,354.36
0.0370,459.59,353.94
0.0380,460.43,354.59
0.0390,459.60,353.95
0.0400,459.41,353.81
0.0410,458.96,353.46
0.0420,460.27,354.46
0.0430,459.64,353.98
0.0440,460.32,354.51
0.0450,460.31,354.50
0.0460,458.78,353.32
0.0470,457.72,352.50
0.0480,458.82,353.35
0.0490,459.82,354.12
0.0500,459.80,354.11
0.0510,458.35,352.99
0.0520,459.21,353.65
0.0530,460.12,354.35
0.0540,459.67,354.00
0.0550,460.42,354.58
0.0560,460.99,355.03
0.0570,459.05,353.53
0.0580,459.87,354.16
0.0590,458.77,353.31
0.0600,459.91,354.19
0.0610,458.97,353.46
0.0620,459.14,353.59
0.0630,460.70,354.79
0.0640,458.94,353.44
0.0650,460.14,354.36
0.0660,458.70,353.26
0.0670,460.16,354.38
0.0680,458.96,353.46
0.0690,460.21,354.42
0.0700,460.57,354.70
0.0710,458.93,353.44
0.0720,458.89,353.40
0.0730,461.40,355.34
0.0740,458.91,353.42
0.0750,459.57,353.93
0.0760,460.20,354.42
0.0770,460.49,354.63
0.0780,459.09,353.56
0.0790,459.14,353.60
0.0800,459.92,354.20
0.0810,459.66,354.00
0.0820,459.99,354.25
0.0830,460.31,354.50
0.0840,459.24,353.68
0.0850,460.12,354.35
0.0860,459.61,353.96
0.0870,459.10,353.57
0.0880,460.40,354.57
0.0890,460.27,354.47
0.0900,459.31,353.73
0.0910,457.72,352.51
0.0920,461.74,355.60
0.0930,459.53,353.90
0.0940,458.47,353.08
0.0950,460.72,354.81
0.0960,459.69,354.02
0.0970,459.70,354.03
0.0980,458.37,353.00
0.0990,460.05,354.30
0.1000,459.15,353.61
0.1010,458.71,353.26
0.1020,459.91,354.19
0.1030,460.58,354.70
0.1040,461.44,355.37
0.1050,459.46,353.84
0.1060,458.80,353.33
0.1070,459.08,353.55
0.1080,459.56,353.92
0.1090,460.79,354.86
0.1100,459.81,354.12
0.1110,458.52,353.12
0.1120,459.88,354.17
0.1130,458.18,352.85
0.1140,458.49,353.09
0.1150,459.11,353.57
0.1160,459.53,353.90
0.1170,460.95,354.99
0.1180,459.58,353.93
0.1190,460.95,354.99
0.1200,459.42,353.82
0.1210,458.21,352.88
0.1220,459.54,353.91
0.1230,460.21,354.42
0.1240,460.03,354.28
0.1250,460.24,354.44
0.1260,460.69,354.79
0.1270,460.09,354.33
0.1280,460.94,354.98
0.1290,459.58,353.93
0.1300,459.69,354.02
0.1310,460.38,354.55
0.1320,458.71,353.27
0.1330,461.82,355.66
0.1340,459.59,353.94
0.1350,457.77,352.54
0.1360,459.06,353.54
0.1370,458.88,353.39
0.1380,459.70,354.03
0.1390,460.00,354.26
0.1400,460.79,354.87
0.1410,460.26,354.46
0.1420,459.95,354.22
0.1430,459.31,353.73
0.1440,459.62,353.97
0.1450,459.71,354.04
0.1460,461.20,355.18
0.1470,460.43,354.59
0.1480,459.34,353.75
0.1490,460.57,354.70
0.1500,459.25,353.68
0.1510,459.38,353.79
0.1520,458.92,353.43
0.1530,460.19,354.41
0.1540,460.08,354.32
0.1550,459.34,353.75
0.1560,460.70,354.80
0.1570,458.26,352.92
0.1580,459.12,353.58
0.1590,460.43,354.59
0.1600,459.74,354.06
0.1610,459.55,353.92
0.1620,459.93,354.21
0.1630,460.30,354.49
0.1640,459.17,353.62
0.1650,459.54,353.90
0.1660,459.79,354.10
0.1670,458.37,353.00
0.1680,460.75,354.84
0.1690,459.93,354.21
0.1700,460.36,354.54
0.1710,459.59,353.94
0.1720,459.10,353.57
0.1730,459.58,353.94
0.1740,460.27,354.47
0.1750,462.25,355.99
0.1760,458.30,352.95
0.1770,460.39,354.56
0.1780,458.38,353.01
0.1790,459.38,353.78
0.1800,458.50,353.11
0.1810,459.24,353.68
0.1820,459.27,353.70
0.1830,460.95,354.99
0.1840,459.85,354.14
0.1850,459.14,353.59
0.1860,459.23,353.67
0.1870,460.39,354.56
0.1880,460.65,354.76
0.1890,460.55,354.69
0.1900,459.72,354.05
0.1910,458.75,353.30
0.1920,460.29,354.48
0.1930,460.03,354.28
0.1940,461.86,355.69
0.1950,458.73,353.28
0.1960,460.04,354.29
0.1970,459.44,353.83
0.1980,461.26,355.23
0.1990,458.45,353.07
0.2000,461.01,355.04
0.2010,458.26,352.92
0.2020,459.47,353.85
0.2030,458.77,353.31
0.2040,460.23,354.44
0.2050,458.92,353.43
0.2060,459.37,353.78
0.2070,458.36,353.00
0.2080,458.28,352.93
0.2090,460.50,354.64
0.2100,459.13,353.59
0.2110,460.42,354.59
0.2120,459.96,354.23
0.2130,459.22,353.66
0.2140,459.26,353.69
0.2150,459.64,353.98
0.2160,459.86,354.15
0.2170,460.58,354.70
0.2180,459.00,353.49
0.2190,460.08,354.32
0.2200,458.47,353.08
0.2210,460.59,354.71
0.2220,459.08,353.55
0.2230,461.29,355.25
0.2240,460.53,354.66
0.2250,461.30,355.26
0.2260,458.96,353.45
0.2270,459.45,353.84
0.2280,458.87,353.39
0.2290,460.26,354.46
0.2300,459.85,354.14
0.2310,459.49,353.87
0.2320,459.90,354.19
0.2330,459.56,353.92
0.2340,458.76,353.30
0.2350,460.75,354.84
0.2360,458.61,353.18
0.2370,460.26,354.46
0.2380,460.07,354.31
0.2390,459.88,354.17
0.2400,458.93,353.43
0.2410,460.24,354.44
0.2420,461.08,355.09
0.2430,458.47,353.08
0.2440,459.48,353.86
0.2450,460.38,354.55
0.2460,461.14,355.13
0.2470,459.45,353.84
0.2480,458.84,353.36
0.2490,458.71,353.27
0.2500,460.52,354.66
0.2510,459.34,353.75
0.2520,459.24,353.67
0.2530,459.17,353.62
0.2540,458.73,353.28
0.2550,459.92,354.19
0.2560,459.97,354.24
0.2570,460.71,354.80
0.2580,458.98,353.47
0.2590,459.36,353.77
0.2600,459.43,353.82
0.2610,459.02,353.51
0.2620,459.35,353.76
0.2630,460.63,354.74
0.2640,459.65,353.99
0.2650,460.89,354.94
0.2660,458.74,353.29
0.2670,459.94,354.22
0.2680,460.27,354.47
0.2690,461.50,355.42
0.2700,459.88,354.17
0.2710,460.19,354.40
0.2720,458.93,353.44
0.2730,460.29,354.48
0.2740,459.74,354.06
0.2750,460.42,354.58
0.2760,459.23,353.66
0.2770,460.27,354.46
0.2780,457.90,352.64
0.2790,459.23,353.67
0.2800,458.81,353.34
0.2810,459.98,354.25
0.2820,460.14,354.36
0.2830,459.43,353.82
0.2840,458.96,353.46
0.2850,460.11,354.35
0.2860,461.13,355.13
0.2870,460.01,354.26
0.2880,459.23,353.67
0.2890,460.22,354.42
0.2900,459.96,354.23
0.2910,459.80,354.11
0.2920,459.04,353.52
0.2930,459.00,353.49
0.2940,460.10,354.34
0.2950,458.29,352.94
0.2960,458.57,353.16
0.2970,460.17,354.39
0.2980,457.93,352.67
0.2990,459.25,353.68
