time_s,Fz_left_N,Fz_right_N
0.0000,388.02,360.30
0.0010,387.56,359.88
0.0020,385.61,358.07
0.0030,387.65,359.96
0.0040,386.66,359.04
0.0050,383.60,356.20
0.0060,385.53,357.99
0.0070,386.56,358.95
0.0080,386.25,358.66
0.0090,386.20,358.61
0.0100,386.51,358.90
0.0110,386.63,359.02
0.0120,386.14,358.56
0.0130,387.73,360.03
0.0140,386.39,358.79
0.0150,386.55,358.94
0.0160,385.12,357.61
0.0170,385.86,358.30
0.0180,383.54,356.14
0.0190,385.52,357.99
0.0200,386.42,358.82
0.0210,384.75,357.27
0.0220,385.11,357.60
0.0230,384.21,356.76
0.0240,387.27,359.61
0.0250,386.00,358.43
0.0260,387.13,359.47
0.0270,386.36,358.76
0.0280,385.65,358.11
0.0290,385.17,357.66
0.0300,385.51,357.98
0.0310,384.90,357.41
0.0320,385.54,358.00
0.0330,387.87,360.17
0.0340,386.05,358.48
0.0350,385.03,357.53
0.0360,386.27,358.68
0.0370,385.31,357.79
0.0380,386.26,358.67
0.0390,386.42,358.82
0.0400,387.20,359.55
0.0410,385.52,357.98
0.0420,386.17,358.59
0.0430,387.18,359.53
0.0440,385.05,357.55
0.0450,387.65,359.96
0.0460,385.25,357.73
0.0470,382.61,355.28
0.0480,384.89,357.40
0.0490,385.74,358.19
0.0500,386.17,358.59
0.0510,385.45,357.92
0.0520,387.08,359.43
0.0530,384.72,357.24
0.0540,386.12,358.54
0.0550,384.26,356.82
0.0560,386.66,359.04
0.0570,385.19,357.68
0.0580,385.75,358.19
0.0590,385.64,358.10
0.0600,383.47,356.08
0.0610,387.06,359.41
0.0620,386.75,359.12
0.0630,387.47,359.79
0.0640,386.69,359.07
0.0650,385.69,358.15
0.0660,385.68,358.13
0.0670,385.93,358.36
0.0680,385.90,358.33
0.0690,386.00,358.43
0.0700,383.97,356.55
0.0710,387.35,359.68
0.0720,386.87,359.24
0.0730,386.06,358.49
0.0740,386.14,358.56
0.0750,386.82,359.19
0.0760,385.61,358.06
0.0770,386.12,358.54
0.0780,384.14,356.71
0.0790,384.89,357.40
0.0800,385.25,357.73
0.0810,386.71,359.08
0.0820,386.45,358.85
0.0830,385.80,358.24
0.0840,384.42,356.96
0.0850,384.02,356.59
0.0860,383.99,356.56
0.0870,386.57,358.96
0.0880,384.88,357.39
0.0890,385.52,357.98
0.0900,386.73,359.11
0.0910,384.37,356.91
0.0920,386.11,358.54
0.0930,386.66,359.04
0.0940,387.24,359.58
0.0950,385.60,358.06
0.0960,385.33,357.81
0.0970,384.27,356.82
0.0980,386.89,359.25
0.0990,386.33,358.74
0.1000,385.75,358.19
0.1010,383.48,356.09
0.1020,386.71,359.08
0.1030,385.41,357.88
0.1040,384.40,356.94
0.1050,386.66,359.04
0.1060,386.24,358.65
0.1070,384.77,357.28
0.1080,387.04,359.39
0.1090,385.50,357.97
0.1100,387.60,359.92
0.1110,389.00,361.22
0.1120,385.27,357.75
0.1130,388.37,360.63
0.1140,384.66,357.18
0.1150,385.73,358.18
0.1160,386.79,359.16
0.1170,385.44,357.91
0.1180,385.31,357.79
0.1190,385.28,357.76
0.1200,387.45,359.78
0.1210,387.05,359.41
0.1220,385.09,357.58
0.1230,385.08,357.58
0.1240,386.43,358.83
0.1250,385.75,358.20
0.1260,384.42,356.96
0.1270,385.93,358.36
0.1280,384.63,357.16
0.1290,385.68,358.13
0.1300,385.89,358.33
0.1310,385.86,358.30
0.1320,386.89,359.26
0.1330,386.04,358.47
0.1340,386.31,358.72
0.1350,384.10,356.67
0.1360,388.31,360.57
0.1370,387.73,360.04
0.1380,385.12,357.61
0.1390,384.44,356.98
0.1400,387.28,359.62
0.1410,385.95,358.38
0.1420,385.94,358.37
0.1430,386.83,359.20
0.1440,386.20,358.62
0.1450,385.77,358.22
