time_s,Fz_left_N,Fz_right_N
0.0000,415.79,391.86
0.0010,415.41,391.50
0.0020,413.44,389.64
0.0030,415.07,391.18
0.0040,415.87,391.93
0.0050,413.77,389.96
0.0060,413.59,389.78
0.0070,414.56,390.70
0.0080,415.40,391.49
0.0090,415.74,391.81
0.0100,414.87,390.99
0.0110,415.36,391.46
0.0120,414.31,390.46
0.0130,413.40,389.61
0.0140,415.45,391.53
0.0150,414.92,391.03
0.0160,416.84,392.85
0.0170,414.90,391.02
0.0180,414.34,390.49
0.0190,414.79,390.92
0.0200,414.65,390.78
0.0210,416.51,392.54
0.0220,414.59,390.73
0.0230,413.73,389.92
0.0240,414.82,390.95
0.0250,413.29,389.50
0.0260,414.90,391.02
0.0270,415.02,391.13
0.0280,413.62,389.81
0.0290,415.38,391.47
0.0300,416.15,392.20
0.0310,415.04,391.15
0.0320,414.03,390.20
0.0330,415.95,392.01
0.0340,415.16,391.27
0.0350,415.48,391.56
0.0360,414.80,390.93
0.0370,414.07,390.24
0.0380,414.17,390.33
0.0390,414.41,390.56
0.0400,414.00,390.18
0.0410,414.75,390.88
0.0420,414.72,390.85
0.0430,414.99,391.11
0.0440,414.01,390.18
0.0450,416.47,392.50
0.0460,415.29,391.39
0.0470,413.05,389.28
0.0480,415.22,391.33
0.0490,416.67,392.69
0.0500,415.13,391.24
0.0510,414.97,391.09
0.0520,413.11,389.33
0.0530,415.44,391.53
0.0540,414.90,391.02
0.0550,414.12,390.29
0.0560,414.62,390.76
0.0570,413.80,389.98
0.0580,415.75,391.82
0.0590,413.22,389.44
0.0600,414.66,390.79
0.0610,414.23,390.39
0.0620,415.49,391.58
0.0630,414.68,390.82
0.0640,413.31,389.52
0.0650,415.04,391.15
0.0660,415.19,391.30
0.0670,414.53,390.67
0.0680,417.45,393.42
0.0690,415.03,391.15
0.0700,413.23,389.45
0.0710,414.61,390.75
0.0720,414.98,391.09
0.0730,414.48,390.63
0.0740,413.65,389.85
0.0750,414.61,390.74
0.0760,415.90,391.96
0.0770,415.39,391.48
0.0780,415.62,391.70
0.0790,412.74,388.98
0.0800,416.50,392.53
0.0810,412.80,389.04
0.0820,415.05,391.16
0.0830,414.36,390.51
0.0840,414.59,390.73
