time_s,Fz_left_N,Fz_right_N
0.0000,453.10,427.12
0.0010,452.30,426.37
0.0020,452.39,426.46
0.0030,452.69,426.74
0.0040,453.46,427.47
0.0050,453.39,427.40
0.0060,452.12,426.21
0.0070,452.66,426.71
0.0080,452.36,426.43
0.0090,453.54,427.54
0.0100,451.84,425.93
0.0110,452.33,426.40
0.0120,452.95,426.99
0.0130,451.56,425.67
0.0140,453.15,427.18
0.0150,452.89,426.93
0.0160,453.06,427.08
0.0170,452.41,426.48
0.0180,453.66,427.65
0.0190,452.27,426.34
0.0200,452.18,426.25
0.0210,453.14,427.16
0.0220,452.99,427.02
0.0230,453.26,427.28
0.0240,452.98,427.01
0.0250,454.14,428.10
0.0260,453.52,427.52
0.0270,453.47,427.48
0.0280,451.42,425.54
0.0290,453.23,427.25
0.0300,452.99,427.02
0.0310,451.50,425.62
0.0320,452.53,426.58
0.0330,453.97,427.95
0.0340,452.43,426.49
0.0350,452.49,426.55
0.0360,451.76,425.86
0.0370,454.58,428.52
0.0380,453.60,427.60
0.0390,452.45,426.52
0.0400,453.75,427.74
0.0410,453.09,427.12
0.0420,452.95,426.99
0.0430,452.22,426.29
0.0440,453.21,427.23
0.0450,453.46,427.46
0.0460,453.29,427.30
0.0470,453.76,427.75
0.0480,451.50,425.61
0.0490,453.05,427.07
0.0500,452.83,426.87
0.0510,452.12,426.20
0.0520,451.72,425.82
0.0530,451.94,426.04
0.0540,452.09,426.18
0.0550,451.56,425.67
0.0560,454.07,428.04
0.0570,452.58,426.63
0.0580,453.36,427.37
0.0590,452.97,427.00
0.0600,451.45,425.57
0.0610,453.56,427.55
0.0620,453.68,427.67
0.0630,451.62,425.73
0.0640,454.52,428.47
0.0650,450.82,424.98
0.0660,452.37,426.43
0.0670,452.57,426.62
0.0680,453.84,427.83
0.0690,452.87,426.90
0.0700,452.65,426.70
0.0710,451.69,425.80
0.0720,451.31,425.43
0.0730,453.17,427.19
0.0740,452.30,426.37
0.0750,451.81,425.91
0.0760,454.30,428.25
0.0770,452.66,426.71
0.0780,453.69,427.68
0.0790,453.54,427.54
0.0800,452.76,426.80
0.0810,453.61,427.60
