time_s,Fz_left_N,Fz_right_N
0.0000,365.56,404.44
0.0010,364.44,403.20
0.0020,364.92,403.73
0.0030,365.96,404.89
0.0040,365.11,403.94
0.0050,364.07,402.79
0.0060,364.69,403.47
0.0070,364.92,403.73
0.0080,364.80,403.60
0.0090,363.61,402.28
0.0100,366.24,405.19
0.0110,364.12,402.85
0.0120,363.92,402.62
0.0130,363.42,402.07
0.0140,363.84,402.53
0.0150,362.22,400.74
0.0160,365.03,403.86
0.0170,362.43,400.97
0.0180,363.39,402.04
0.0190,366.13,405.07
0.0200,364.01,402.72
0.0210,363.44,402.10
0.0220,363.45,402.11
0.0230,364.41,403.16
0.0240,365.39,404.25
0.0250,362.99,401.60
0.0260,364.31,403.05
0.0270,362.70,401.27
0.0280,364.36,403.11
0.0290,366.53,405.51
0.0300,363.28,401.92
0.0310,363.49,402.15
0.0320,363.85,402.55
0.0330,366.20,405.15
0.0340,365.98,404.90
0.0350,364.65,403.43
0.0360,365.32,404.17
0.0370,364.26,403.00
0.0380,363.18,401.80
0.0390,363.82,402.52
0.0400,361.71,400.18
0.0410,365.30,404.15
0.0420,365.15,403.98
0.0430,364.74,403.53
0.0440,365.27,404.12
0.0450,362.89,401.48
0.0460,366.27,405.23
0.0470,363.69,402.37
0.0480,363.83,402.53
0.0490,363.18,401.80
0.0500,366.49,405.46
0.0510,365.22,404.06
0.0520,363.43,402.09
0.0530,365.04,403.86
0.0540,363.91,402.61
0.0550,364.50,403.27
0.0560,364.48,403.25
0.0570,366.32,405.28
0.0580,363.53,402.20
0.0590,362.56,401.12
0.0600,363.58,402.25
0.0610,366.62,405.61
0.0620,363.48,402.14
0.0630,363.97,402.68
0.0640,368.30,407.47
0.0650,365.92,404.84
0.0660,364.17,402.90
0.0670,362.44,400.98
0.0680,363.32,401.96
0.0690,366.43,405.41
0.0700,364.61,403.39
0.0710,365.03,403.85
0.0720,363.40,402.05
0.0730,364.49,403.26
0.0740,364.59,403.36
0.0750,367.09,406.14
0.0760,363.74,402.43
0.0770,365.87,404.79
0.0780,364.07,402.80
0.0790,365.14,403.98
0.0800,364.79,403.59
0.0810,365.56,404.44
0.0820,365.76,404.67
0.0830,365.05,403.87
0.0840,365.06,403.89
0.0850,360.65,399.01
0.0860,365.50,404.37
0.0870,363.55,402.21
0.0880,364.99,403.81
0.0890,362.64,401.21
0.0900,364.72,403.51
0.0910,364.22,402.96
0.0920,365.13,403.96
0.0930,364.63,403.41
0.0940,363.18,401.80
0.0950,362.04,400.54
0.0960,363.42,402.07
0.0970,362.99,401.60
0.0980,363.06,401.67
0.0990,365.27,404.12
0.1000,362.79,401.37
0.1010,364.21,402.94
0.1020,362.59,401.16
0.1030,364.97,403.79
0.1040,363.70,402.38
0.1050,362.13,400.65
0.1060,364.23,402.97
0.1070,364.14,402.87
0.1080,364.25,402.99
0.1090,365.62,404.51
0.1100,362.78,401.37
0.1110,363.48,402.13
0.1120,363.83,402.53
0.1130,365.62,404.50
0.1140,363.84,402.54
0.1150,365.21,404.06
0.1160,363.70,402.38
0.1170,366.01,404.94
0.1180,366.39,405.36
0.1190,365.47,404.34
0.1200,365.88,404.79
0.1210,364.52,403.28
0.1220,363.92,402.63
