time_s,Fz_left_N,Fz_right_N
0.0000,472.94,472.00
0.0010,472.57,471.64
0.0020,470.65,469.72
0.0030,472.24,471.31
0.0040,473.01,472.08
0.0050,470.97,470.04
0.0060,470.79,469.87
0.0070,471.74,470.81
0.0080,472.56,471.63
0.0090,472.88,471.95
0.0100,472.04,471.11
0.0110,472.52,471.59
0.0120,471.50,470.57
0.0130,470.62,469.69
0.0140,472.60,471.67
0.0150,472.09,471.16
0.0160,473.96,473.03
0.0170,472.07,471.14
0.0180,471.52,470.60
0.0190,471.97,471.04
0.0200,471.83,470.90
0.0210,473.64,472.70
0.0220,471.77,470.84
0.0230,470.93,470.00
0.0240,472.00,471.07
0.0250,470.51,469.58
0.0260,472.07,471.14
0.0270,472.19,471.26
0.0280,470.82,469.90
0.0290,472.53,471.60
0.0300,473.29,472.35
0.0310,472.20,471.27
0.0320,471.22,470.29
0.0330,473.09,472.16
0.0340,472.32,471.39
0.0350,472.63,471.70
0.0360,471.98,471.05
0.0370,471.27,470.34
0.0380,471.36,470.43
0.0390,471.60,470.67
0.0400,471.20,470.27
0.0410,471.93,471.00
0.0420,471.90,470.97
0.0430,472.16,471.23
0.0440,471.20,470.27
0.0450,473.60,472.67
0.0460,472.45,471.52
0.0470,470.27,469.35
0.0480,472.39,471.46
0.0490,473.79,472.86
0.0500,472.29,471.36
0.0510,472.14,471.21
0.0520,470.33,469.40
0.0530,472.60,471.67
0.0540,472.07,471.14
0.0550,471.32,470.39
0.0560,471.80,470.87
0.0570,471.00,470.07
0.0580,472.90,471.97
0.0590,470.44,469.51
0.0600,471.83,470.90
0.0610,471.42,470.49
0.0620,472.64,471.71
0.0630,471.86,470.93
0.0640,470.52,469.60
0.0650,472.21,471.28
0.0660,472.36,471.43
0.0670,471.71,470.78
0.0680,474.55,473.62
0.0690,472.20,471.27
0.0700,470.45,469.52
0.0710,471.79,470.86
0.0720,472.15,471.22
0.0730,471.67,470.74
0.0740,470.86,469.93
0.0750,471.79,470.86
0.0760,473.05,472.11
0.0770,472.54,471.61
0.0780,472.77,471.84
0.0790,469.97,469.04
0.0800,473.63,472.70
0.0810,470.03,469.10
0.0820,472.22,471.29
0.0830,471.54,470.61
0.0840,471.77,470.84
0.0850,472.67,471.74
0.0860,472.83,471.89
0.0870,471.64,470.71
0.0880,472.16,471.23
0.0890,470.17,469.24
0.0900,471.04,470.12
0.0910,472.23,471.30
0.0920,472.16,471.23
0.0930,472.05,471.12
0.0940,471.57,470.64
0.0950,473.52,472.59
0.0960,472.36,471.42
0.0970,470.90,469.97
0.0980,473.31,472.38
0.0990,471.65,470.72
0.1000,473.52,472.59
0.1010,471.67,470.74
0.1020,470.50,469.57
0.1030,471.82,470.89
0.1040,471.31,470.38
0.1050,471.54,470.61
0.1060,471.54,470.61
0.1070,472.55,471.62
0.1080,473.44,472.51
0.1090,472.16,471.22
0.1100,473.67,472.74
0.1110,472.25,471.31
0.1120,471.61,470.68
0.1130,473.16,472.23
0.1140,471.96,471.03
0.1150,471.18,470.26
0.1160,471.09,470.16
0.1170,473.28,472.34
0.1180,473.33,472.40
0.1190,471.63,470.70
0.1200,472.90,471.96
0.1210,472.58,471.65
0.1220,472.39,471.46
0.1230,472.60,471.67
0.1240,471.34,470.41
0.1250,471.70,470.77
0.1260,472.84,471.91
0.1270,468.99,468.07
0.1280,473.65,472.71
0.1290,471.92,470.99
0.1300,471.74,470.81
0.1310,471.73,470.80
0.1320,471.58,470.65
0.1330,472.52,471.59
0.1340,470.68,469.75
0.1350,471.91,470.98
0.1360,474.93,474.00
0.1370,470.34,469.41
0.1380,472.12,471.19
0.1390,472.28,471.35
0.1400,471.81,470.88
0.1410,472.08,471.15
0.1420,473.29,472.36
0.1430,471.91,470.98
0.1440,472.35,471.42
0.1450,472.58,471.65
0.1460,471.27,470.34
0.1470,471.23,470.30
0.1480,471.63,470.70
0.1490,471.74,470.81
0.1500,470.85,469.92
0.1510,471.84,470.91
0.1520,472.34,471.41
0.1530,471.11,470.18
0.1540,473.44,472.51
0.1550,472.55,471.62
0.1560,471.84,470.91
0.1570,472.09,471.16
0.1580,473.19,472.25
0.1590,471.64,470.71
0.1600,472.11,471.18
0.1610,473.12,472.18
0.1620,471.93,471.00
0.1630,472.22,471.29
0.1640,473.63,472.70
0.1650,474.15,473.21
0.1660,471.48,470.55
0.1670,471.19,470.26
0.1680,471.20,470.27
0.1690,472.50,471.57
0.1700,469.87,468.94
0.1710,472.53,471.60
0.1720,474.26,473.33
0.1730,472.89,471.95
0.1740,472.02,471.09
0.1750,471.06,470.13
0.1760,472.09,471.16
0.1770,471.23,470.30
0.1780,471.89,470.96
0.1790,472.65,471.71
0.1800,471.43,470.50
0.1810,471.91,470.98
0.1820,472.54,471.60
0.1830,474.25,473.31
0.1840,471.55,470.62
0.1850,469.70,468.78
0.1860,472.02,471.09
0.1870,471.35,470.42
0.1880,472.22,471.29
0.1890,473.00,472.07
0.1900,470.69,469.76
0.1910,472.04,471.11
0.1920,472.18,471.24
0.1930,469.80,468.87
0.1940,472.51,471.58
0.1950,472.70,471.77
0.1960,471.94,471.01
0.1970,472.59,471.66
0.1980,471.24,470.31
0.1990,474.16,473.23
0.2000,472.34,471.41
0.2010,471.93,471.00
0.2020,471.16,470.23
0.2030,472.44,471.51
0.2040,472.17,471.24
0.2050,470.87,469.94
0.2060,473.69,472.75
0.2070,470.06,469.13
0.2080,474.19,473.26
0.2090,472.03,471.10
0.2100,471.21,470.28
0.2110,471.18,470.26
0.2120,473.41,472.48
0.2130,472.72,471.79
0.2140,471.20,470.27
0.2150,471.68,470.75
0.2160,472.08,471.15
0.2170,473.17,472.24
0.2180,470.59,469.67
0.2190,471.83,470.90
0.2200,471.58,470.65
0.2210,470.90,469.97
0.2220,471.75,470.82
0.2230,470.60,469.67
0.2240,473.90,472.97
0.2250,470.74,469.81
0.2260,475.10,474.16
0.2270,470.65,469.72
0.2280,470.44,469.51
0.2290,473.32,472.39
0.2300,474.36,473.42
0.2310,471.27,470.34
0.2320,471.92,470.99
0.2330,472.18,471.25
0.2340,469.30,468.37
0.2350,473.12,472.19
0.2360,472.64,471.71
0.2370,471.53,470.60
0.2380,472.08,471.14
0.2390,471.30,470.37
0.2400,468.87,467.94
0.2410,471.66,470.73
0.2420,472.03,471.10
0.2430,471.73,470.80
0.2440,470.97,470.04
0.2450,471.87,470.94
