time_s,Fz_left_N,Fz_right_N
0.0000,353.61,389.56
0.0010,351.46,387.19
0.0020,352.32,388.14
0.0030,352.50,388.34
0.0040,352.63,388.48
0.0050,354.05,390.05
0.0060,351.67,387.43
0.0070,348.65,384.10
0.0080,350.90,386.58
0.0090,353.63,389.59
0.0100,352.19,388.00
0.0110,353.03,388.92
0.0120,351.39,387.12
0.0130,351.32,387.04
0.0140,350.83,386.50
0.0150,351.59,387.33
0.0160,353.25,389.17
0.0170,351.25,386.97
0.0180,353.91,389.90
0.0190,352.72,388.58
0.0200,353.72,389.69
0.0210,351.94,387.72
0.0220,352.26,388.07
0.0230,352.72,388.59
0.0240,350.81,386.47
0.0250,353.74,389.71
0.0260,351.45,387.18
0.0270,352.30,388.12
0.0280,353.08,388.98
0.0290,353.91,389.89
0.0300,353.03,388.92
0.0310,353.02,388.92
0.0320,354.60,390.65
0.0330,353.69,389.65
0.0340,353.64,389.60
0.0350,354.37,390.40
0.0360,353.00,388.89
0.0370,354.04,390.04
0.0380,349.76,385.32
0.0390,352.30,388.12
0.0400,352.77,388.64
0.0410,352.42,388.25
0.0420,352.71,388.57
0.0430,351.74,387.51
0.0440,353.78,389.75
0.0450,353.05,388.94
0.0460,353.57,389.52
0.0470,352.04,387.84
0.0480,349.88,385.45
0.0490,352.47,388.31
0.0500,351.44,387.17
0.0510,353.02,388.92
0.0520,353.96,389.95
0.0530,355.35,391.48
0.0540,353.66,389.62
0.0550,353.61,389.56
0.0560,353.63,389.59
0.0570,352.44,388.28
0.0580,350.90,386.58
0.0590,350.91,386.59
0.0600,353.81,389.79
0.0610,351.67,387.43
0.0620,352.11,387.91
0.0630,350.35,385.97
0.0640,349.84,385.41
0.0650,351.13,386.84
0.0660,351.38,387.11
0.0670,349.42,384.95
0.0680,353.90,389.88
0.0690,353.77,389.74
0.0700,350.25,385.86
0.0710,351.70,387.46
0.0720,350.03,385.62
0.0730,352.30,388.13
0.0740,353.27,389.19
0.0750,354.18,390.19
0.0760,351.73,387.49
0.0770,351.39,387.12
0.0780,350.37,385.99
0.0790,351.16,386.86
0.0800,350.54,386.18
0.0810,350.72,386.38
0.0820,352.55,388.39
0.0830,349.78,385.35
0.0840,352.61,388.46
0.0850,350.96,386.64
0.0860,351.98,387.77
0.0870,353.17,389.07
0.0880,352.74,388.60
0.0890,349.81,385.38
0.0900,351.94,387.73
0.0910,351.86,387.63
0.0920,354.29,390.31
0.0930,351.19,386.89
0.0940,352.80,388.67
0.0950,348.37,383.79
0.0960,352.69,388.55
0.0970,352.90,388.78
0.0980,352.55,388.39
0.0990,354.62,390.68
0.1000,354.04,390.03
0.1010,352.56,388.41
0.1020,354.15,390.16
0.1030,352.68,388.54
0.1040,353.29,389.21
0.1050,351.02,386.71
0.1060,354.76,390.83
0.1070,353.06,388.95
0.1080,353.36,389.29
0.1090,351.29,387.01
0.1100,349.76,385.32
