time_s,Fz_left_N,Fz_right_N
0.0000,427.76,363.00
0.0010,427.20,362.53
0.0020,425.43,361.02
0.0030,426.60,362.01
0.0040,429.76,364.70
0.0050,427.97,363.18
0.0060,426.87,362.24
0.0070,427.68,362.94
0.0080,428.00,363.20
0.0090,427.14,362.47
0.0100,426.95,362.32
0.0110,428.22,363.39
0.0120,426.97,362.33
0.0130,428.19,363.36
0.0140,428.89,363.96
0.0150,427.11,362.45
0.0160,426.59,362.00
0.0170,425.73,361.28
0.0180,428.21,363.38
0.0190,424.81,360.50
0.0200,427.80,363.04
0.0210,428.13,363.32
0.0220,428.36,363.51
0.0230,427.07,362.41
0.0240,428.29,363.45
0.0250,424.14,359.93
0.0260,426.39,361.84
0.0270,427.86,363.09
0.0280,427.96,363.17
0.0290,426.90,362.27
0.0300,426.56,361.98
0.0310,427.32,362.63
0.0320,426.73,362.13
0.0330,426.25,361.72
0.0340,426.12,361.61
0.0350,427.95,363.16
0.0360,427.18,362.51
0.0370,426.30,361.76
0.0380,428.06,363.25
0.0390,428.29,363.45
0.0400,425.51,361.09
0.0410,428.16,363.34
0.0420,423.60,359.47
0.0430,427.05,362.40
0.0440,425.28,360.89
0.0450,427.18,362.51
0.0460,427.85,363.08
0.0470,428.27,363.43
0.0480,428.06,363.25
0.0490,426.50,361.93
0.0500,427.63,362.89
0.0510,425.56,361.14
0.0520,424.33,360.09
0.0530,429.46,364.44
0.0540,427.46,362.75
0.0550,428.53,363.66
0.0560,427.77,363.01
0.0570,426.68,362.09
0.0580,425.88,361.40
0.0590,426.55,361.98
0.0600,426.64,362.05
0.0610,428.07,363.27
0.0620,426.42,361.86
0.0630,427.19,362.52
0.0640,428.00,363.20
0.0650,426.81,362.19
0.0660,427.90,363.12
0.0670,428.57,363.69
0.0680,426.89,362.27
0.0690,427.05,362.40
0.0700,427.60,362.86
0.0710,427.79,363.03
0.0720,426.56,361.98
0.0730,425.53,361.11
0.0740,426.43,361.87
0.0750,427.21,362.53
0.0760,426.97,362.33
0.0770,426.47,361.91
0.0780,425.21,360.84
0.0790,426.95,362.31
0.0800,425.97,361.48
0.0810,425.94,361.46
0.0820,426.06,361.56
0.0830,427.48,362.77
0.0840,426.58,362.00
0.0850,426.52,361.95
0.0860,426.26,361.73
0.0870,426.80,362.19
0.0880,427.74,362.98
0.0890,428.03,363.23
0.0900,428.46,363.59
0.0910,426.22,361.70
0.0920,425.90,361.43
0.0930,427.14,362.47
0.0940,425.99,361.50
0.0950,426.92,362.29
0.0960,425.72,361.27
0.0970,429.10,364.14
0.0980,428.06,363.26
0.0990,428.17,363.34
0.1000,426.06,361.56
0.1010,426.22,361.70
0.1020,428.41,363.55
0.1030,427.02,362.38
0.1040,426.76,362.15
0.1050,426.91,362.28
0.1060,425.34,360.95
0.1070,425.67,361.23
0.1080,426.18,361.66
0.1090,428.49,363.62
0.1100,426.87,362.24
0.1110,427.90,363.12
0.1120,429.61,364.57
0.1130,425.12,360.76
0.1140,427.28,362.60
0.1150,428.41,363.55
0.1160,427.76,363.00
0.1170,427.53,362.81
0.1180,427.92,363.13
0.1190,428.43,363.57
0.1200,426.85,362.23
0.1210,425.98,361.49
0.1220,427.25,362.57
0.1230,428.19,363.37
0.1240,426.93,362.30
0.1250,427.92,363.13
0.1260,428.41,363.55
0.1270,426.07,361.57
0.1280,426.78,362.17
0.1290,425.52,361.10
0.1300,426.84,362.22
0.1310,428.37,363.52
0.1320,426.87,362.25
0.1330,426.49,361.92
0.1340,427.74,362.99
0.1350,426.74,362.14
0.1360,426.45,361.89
0.1370,426.73,362.12
0.1380,429.62,364.58
0.1390,427.18,362.51
0.1400,427.36,362.66
0.1410,426.82,362.20
0.1420,427.11,362.45
0.1430,427.18,362.51
0.1440,427.76,363.00
0.1450,430.17,365.05
0.1460,428.11,363.30
0.1470,425.74,361.28
0.1480,426.16,361.64
0.1490,424.36,360.12
0.1500,426.89,362.26
0.1510,425.44,361.03
0.1520,426.29,361.75
0.1530,427.49,362.77
0.1540,428.25,363.42
0.1550,428.28,363.44
0.1560,428.44,363.58
0.1570,426.32,361.78
0.1580,427.31,362.62
0.1590,425.75,361.29
0.1600,429.44,364.43
0.1610,427.36,362.66
0.1620,429.13,364.16
0.1630,425.95,361.46
0.1640,427.52,362.80
0.1650,427.75,363.00
0.1660,426.65,362.06
0.1670,426.57,361.99
0.1680,428.44,363.58
0.1690,427.52,362.80
0.1700,429.68,364.63
0.1710,428.26,363.43
0.1720,429.08,364.12
0.1730,426.93,362.29
0.1740,427.47,362.75
0.1750,427.63,362.89
0.1760,427.01,362.36
0.1770,426.74,362.13
0.1780,426.76,362.15
0.1790,426.69,362.09
0.1800,427.92,363.14
0.1810,428.07,363.26
0.1820,426.76,362.15
0.1830,426.78,362.17
0.1840,425.59,361.16
0.1850,427.21,362.53
0.1860,427.32,362.63
0.1870,427.25,362.57
0.1880,428.51,363.64
0.1890,427.64,362.90
0.1900,426.44,361.88
0.1910,428.09,363.28
0.1920,427.91,363.12
0.1930,428.49,363.62
0.1940,426.80,362.18
0.1950,428.07,363.27
0.1960,428.14,363.32
0.1970,428.16,363.34
0.1980,426.53,361.96
0.1990,428.12,363.31
0.2000,427.04,362.39
0.2010,427.10,362.44
0.2020,426.34,361.79
0.2030,424.72,360.42
0.2040,425.82,361.35
0.2050,426.30,361.76
0.2060,425.66,361.22
0.2070,426.70,362.10
0.2080,426.38,361.83
0.2090,429.42,364.41
0.2100,427.63,362.89
0.2110,425.81,361.34
0.2120,427.30,362.61
0.2130,426.47,361.90
0.2140,427.42,362.71
0.2150,426.80,362.19
0.2160,426.35,361.81
0.2170,428.25,363.42
0.2180,426.66,362.07
0.2190,426.71,362.11
0.2200,427.06,362.41
0.2210,426.82,362.21
0.2220,427.20,362.52
0.2230,428.31,363.47
0.2240,428.37,363.52
0.2250,428.51,363.64
0.2260,427.33,362.64
0.2270,427.81,363.05
0.2280,427.27,362.58
0.2290,427.41,362.71
0.2300,426.65,362.06
0.2310,427.63,362.89
0.2320,427.21,362.54
0.2330,427.66,362.91
0.2340,426.77,362.16
0.2350,426.50,361.93
0.2360,427.18,362.51
0.2370,426.65,362.06
0.2380,428.24,363.40
0.2390,427.52,362.80
0.2400,427.54,362.82
0.2410,425.91,361.43
0.2420,426.32,361.78
0.2430,424.98,360.64
0.2440,428.08,363.27
0.2450,429.07,364.11
0.2460,429.46,364.44
0.2470,426.75,362.14
0.2480,428.19,363.37
0.2490,426.25,361.72
0.2500,427.85,363.08
0.2510,426.36,361.82
0.2520,426.05,361.55
0.2530,426.77,362.16
0.2540,427.87,363.09
0.2550,427.25,362.57
0.2560,428.29,363.45
0.2570,426.65,362.06
0.2580,428.33,363.48
0.2590,428.07,363.27
0.2600,427.96,363.17
0.2610,429.29,364.30
0.2620,426.15,361.64
0.2630,427.05,362.40
0.2640,425.55,361.13
0.2650,426.15,361.64
0.2660,427.49,362.77
0.2670,428.79,363.88
0.2680,427.28,362.59
0.2690,427.50,362.78
0.2700,426.38,361.83
0.2710,427.33,362.63
0.2720,428.81,363.89
0.2730,428.84,363.92
0.2740,427.81,363.05
0.2750,426.57,361.99
0.2760,428.08,363.27
0.2770,427.84,363.07
0.2780,429.35,364.35
0.2790,427.34,362.65
0.2800,428.29,363.45
0.2810,427.14,362.48
0.2820,427.20,362.53
0.2830,426.60,362.01
0.2840,426.28,361.75
0.2850,426.05,361.55
0.2860,426.06,361.55
0.2870,426.78,362.17
0.2880,427.15,362.49
0.2890,427.15,362.48
0.2900,428.23,363.40
0.2910,426.50,361.94
0.2920,427.42,362.71
0.2930,426.93,362.30
0.2940,425.06,360.71
0.2950,425.76,361.30
0.2960,427.95,363.17
0.2970,427.10,362.45
0.2980,427.26,362.58
0.2990,428.18,363.36
0.3000,427.14,362.47
0.3010,426.30,361.77
0.3020,425.03,360.69
0.3030,426.36,361.81
0.3040,427.88,363.11
0.3050,427.32,362.63
0.3060,430.68,365.48
0.3070,427.35,362.65
0.3080,429.16,364.19
0.3090,428.59,363.71
0.3100,427.95,363.16
0.3110,429.90,364.82
0.3120,426.61,362.02
0.3130,426.21,361.69
0.3140,428.11,363.29
0.3150,427.16,362.50
0.3160,429.66,364.61
0.3170,424.74,360.44
0.3180,428.02,363.22
0.3190,427.36,362.66
0.3200,426.25,361.72
0.3210,428.35,363.50
0.3220,425.86,361.39
0.3230,427.54,362.81
0.3240,426.50,361.94
0.3250,426.35,361.80
0.3260,427.64,362.90
0.3270,428.52,363.65
0.3280,427.03,362.38
0.3290,427.26,362.57
0.3300,427.46,362.74
0.3310,425.39,360.99
0.3320,425.20,360.83
0.3330,425.42,361.02
0.3340,427.04,362.39
0.3350,427.82,363.05
0.3360,427.45,362.74
0.3370,428.59,363.71
0.3380,426.89,362.26
0.3390,427.53,362.80
