time_s,Fz_left_N,Fz_right_N
0.0000,409.48,365.08
0.0010,412.27,367.57
0.0020,411.95,367.28
0.0030,414.23,369.32
0.0040,413.64,368.79
0.0050,410.94,366.39
0.0060,413.83,368.96
0.0070,411.91,367.25
0.0080,411.60,366.97
0.0090,412.08,367.40
0.0100,410.48,365.97
0.0110,412.00,367.33
0.0120,411.20,366.61
0.0130,411.93,367.26
0.0140,412.40,367.68
0.0150,410.95,366.39
0.0160,411.33,366.73
0.0170,413.07,368.28
0.0180,411.54,366.92
0.0190,411.07,366.50
0.0200,414.42,369.49
0.0210,412.46,367.74
0.0220,413.30,368.49
0.0230,411.50,366.88
0.0240,412.36,367.64
0.0250,413.17,368.37
0.0260,411.82,367.17
0.0270,411.02,366.45
0.0280,411.91,367.25
0.0290,412.01,367.34
0.0300,413.22,368.42
0.0310,411.39,366.78
0.0320,411.26,366.67
0.0330,413.33,368.52
0.0340,413.66,368.80
0.0350,412.45,367.73
0.0360,413.34,368.52
0.0370,412.18,367.49
0.0380,413.94,369.05
0.0390,410.84,366.29
0.0400,413.64,368.79
0.0410,412.96,368.18
0.0420,412.87,368.10
0.0430,414.96,369.97
0.0440,411.48,366.86
0.0450,412.45,367.73
0.0460,413.31,368.50
0.0470,411.40,366.79
0.0480,411.26,366.67
0.0490,413.04,368.26
0.0500,414.22,369.31
0.0510,412.55,367.81
0.0520,412.21,367.52
0.0530,413.70,368.84
0.0540,412.86,368.09
0.0550,412.67,367.93
0.0560,411.73,367.09
0.0570,411.89,367.23
0.0580,411.60,366.97
0.0590,412.43,367.71
0.0600,410.25,365.77
0.0610,412.35,367.64
0.0620,413.69,368.83
0.0630,413.00,368.22
0.0640,411.74,367.10
0.0650,410.40,365.90
0.0660,412.94,368.17
0.0670,412.69,367.94
0.0680,415.00,370.00
0.0690,410.11,365.65
0.0700,412.40,367.69
0.0710,413.32,368.50
0.0720,413.29,368.48
0.0730,413.14,368.34
0.0740,413.21,368.40
0.0750,413.37,368.55
0.0760,412.13,367.44
0.0770,413.61,368.76
0.0780,410.09,365.62
0.0790,411.65,367.01
0.0800,414.15,369.25
0.0810,414.55,369.60
0.0820,413.42,368.59
0.0830,413.08,368.29
0.0840,411.57,366.95
0.0850,412.56,367.83
0.0860,409.69,365.27
0.0870,415.38,370.34
0.0880,412.45,367.73
0.0890,409.50,365.10
0.0900,414.56,369.61
0.0910,412.35,367.64
0.0920,412.36,367.65
0.0930,411.70,367.06
0.0940,411.27,366.67
0.0950,410.42,365.92
0.0960,413.62,368.77
0.0970,412.85,368.09
0.0980,410.88,366.33
0.0990,411.46,366.84
0.1000,412.90,368.13
0.1010,411.12,366.54
0.1020,411.59,366.96
0.1030,412.70,367.95
0.1040,412.39,367.68
0.1050,411.54,366.91
0.1060,412.34,367.63
0.1070,412.15,367.46
0.1080,413.70,368.85
0.1090,410.28,365.79
0.1100,410.58,366.06
0.1110,413.12,368.32
0.1120,410.82,366.28
0.1130,413.63,368.78
0.1140,414.81,369.83
0.1150,410.94,366.38
0.1160,411.11,366.54
0.1170,412.89,368.12
0.1180,409.76,365.33
0.1190,413.10,368.30
0.1200,412.95,368.18
0.1210,411.75,367.11
0.1220,412.57,367.84
0.1230,413.39,368.56
0.1240,413.10,368.31
0.1250,414.28,369.36
0.1260,410.88,366.33
0.1270,412.44,367.72
0.1280,413.86,368.98
0.1290,414.21,369.30
0.1300,413.65,368.80
0.1310,414.95,369.96
0.1320,410.95,366.39
0.1330,410.27,365.78
0.1340,411.29,366.70
0.1350,410.97,366.41
0.1360,410.72,366.18
0.1370,412.29,367.58
0.1380,409.67,365.25
0.1390,412.49,367.77
0.1400,411.40,366.80
0.1410,411.22,366.63
0.1420,413.04,368.26
0.1430,413.25,368.44
0.1440,413.46,368.63
0.1450,411.21,366.62
0.1460,411.65,367.01
0.1470,413.51,368.67
0.1480,411.82,367.16
0.1490,412.77,368.01
0.1500,409.65,365.23
0.1510,413.38,368.56
0.1520,412.54,367.81
0.1530,412.33,367.62
0.1540,411.80,367.15
0.1550,411.56,366.94
0.1560,413.92,369.04
0.1570,410.43,365.93
0.1580,412.29,367.59
0.1590,412.55,367.82
0.1600,411.01,366.45
0.1610,410.38,365.88
0.1620,412.08,367.40
0.1630,411.88,367.22
0.1640,413.46,368.63
0.1650,412.42,367.70
0.1660,413.04,368.25
0.1670,411.63,367.00
0.1680,412.91,368.14
0.1690,412.60,367.86
0.1700,412.38,367.66
0.1710,410.89,366.33
0.1720,412.90,368.13
0.1730,411.89,367.23
0.1740,412.75,367.99
0.1750,411.50,366.88
0.1760,413.66,368.81
0.1770,412.13,367.44
0.1780,412.76,368.01
0.1790,410.51,366.00
0.1800,411.41,366.80
0.1810,410.14,365.67
0.1820,411.23,366.64
0.1830,412.81,368.05
0.1840,412.78,368.02
0.1850,412.31,367.60
0.1860,413.50,368.67
0.1870,413.11,368.32
0.1880,411.01,366.45
0.1890,411.68,367.04
0.1900,411.23,366.64
0.1910,413.26,368.45
0.1920,413.00,368.22
0.1930,411.04,366.48
0.1940,413.62,368.77
0.1950,412.50,367.77
0.1960,411.60,366.97
0.1970,411.29,366.70
0.1980,413.17,368.37
0.1990,413.44,368.61
0.2000,411.60,366.97
0.2010,411.61,366.98
0.2020,411.28,366.68
0.2030,410.46,365.95
0.2040,413.11,368.32
0.2050,412.35,367.64
0.2060,415.07,370.07
0.2070,411.79,367.14
0.2080,412.49,367.77
0.2090,413.56,368.72
0.2100,411.67,367.03
0.2110,413.67,368.82
0.2120,411.74,367.09
0.2130,410.40,365.90
0.2140,414.13,369.22
0.2150,411.39,366.78
0.2160,413.81,368.94
0.2170,410.98,366.42
0.2180,413.63,368.78
0.2190,413.41,368.58
0.2200,412.85,368.09
0.2210,411.56,366.94
0.2220,410.94,366.38
0.2230,410.37,365.87
0.2240,410.47,365.96
0.2250,411.76,367.12
0.2260,412.22,367.52
0.2270,410.12,365.65
0.2280,413.50,368.66
0.2290,414.61,369.66
0.2300,411.07,366.49
0.2310,410.49,365.98
0.2320,410.23,365.75
0.2330,410.09,365.62
0.2340,414.30,369.38
0.2350,411.65,367.02
0.2360,410.02,365.56
0.2370,413.14,368.34
0.2380,412.54,367.81
0.2390,412.63,367.89
0.2400,411.21,366.62
0.2410,413.88,369.00
0.2420,412.66,367.92
0.2430,411.78,367.13
0.2440,413.97,369.09
0.2450,413.78,368.92
0.2460,415.32,370.29
0.2470,411.54,366.92
0.2480,414.35,369.43
0.2490,414.77,369.79
0.2500,412.56,367.83
0.2510,414.18,369.27
0.2520,415.19,370.17
0.2530,411.18,366.60
0.2540,412.67,367.92
0.2550,414.34,369.41
0.2560,411.09,366.52
0.2570,410.95,366.39
0.2580,413.39,368.57
0.2590,412.78,368.03
0.2600,414.00,369.11
0.2610,409.80,365.36
0.2620,411.63,367.00
0.2630,415.10,370.09
0.2640,411.45,366.83
0.2650,411.99,367.32
0.2660,411.11,366.53
0.2670,413.77,368.90
0.2680,413.18,368.38
0.2690,414.07,369.17
0.2700,412.59,367.86
0.2710,412.89,368.12
0.2720,410.08,365.61
0.2730,410.59,366.07
0.2740,411.73,367.08
0.2750,412.51,367.78
0.2760,412.55,367.82
0.2770,411.99,367.32
0.2780,410.70,366.16
0.2790,411.88,367.22
0.2800,412.10,367.41
0.2810,414.76,369.79
0.2820,412.67,367.92
0.2830,413.00,368.22
0.2840,411.66,367.02
0.2850,412.34,367.63
0.2860,411.25,366.66
0.2870,413.08,368.29
0.2880,411.90,367.24
0.2890,411.91,367.24
0.2900,412.94,368.16
0.2910,412.88,368.11
0.2920,413.86,368.99
0.2930,412.87,368.10
0.2940,413.00,368.22
0.2950,411.22,366.63
0.2960,412.99,368.21
0.2970,410.64,366.11
0.2980,411.95,367.28
0.2990,413.15,368.36
0.3000,411.83,367.17
0.3010,413.70,368.84
0.3020,413.20,368.39
0.3030,414.02,369.12
0.3040,412.77,368.01
0.3050,414.48,369.53
0.3060,413.54,368.70
0.3070,412.42,367.70
0.3080,414.41,369.48
0.3090,412.82,368.06
0.3100,413.02,368.24
0.3110,411.21,366.62
0.3120,412.02,367.34
0.3130,413.32,368.50
0.3140,409.77,365.34
0.3150,413.27,368.46
0.3160,410.88,366.33
0.3170,411.96,367.29
0.3180,414.36,369.43
0.3190,413.24,368.43
0.3200,414.38,369.45
0.3210,412.28,367.58
0.3220,413.01,368.23
0.3230,414.01,369.12
0.3240,410.53,366.02
0.3250,413.30,368.49
0.3260,413.45,368.62
0.3270,412.25,367.55
0.3280,414.18,369.27
0.3290,412.06,367.38
0.3300,413.34,368.52
0.3310,410.18,365.70
0.3320,414.22,369.30
0.3330,412.18,367.49
0.3340,413.98,369.10
0.3350,412.28,367.57
0.3360,411.69,367.05
0.3370,413.82,368.95
0.3380,411.15,366.57
0.3390,411.47,366.85
0.3400,412.45,367.73
0.3410,411.30,366.70
0.3420,411.28,366.69
0.3430,412.04,367.37
0.3440,414.47,369.53
0.3450,412.96,368.18
0.3460,411.61,366.98
0.3470,411.79,367.14
0.3480,412.98,368.20
0.3490,413.56,368.72
0.3500,410.79,366.24
0.3510,414.41,369.48
0.3520,411.68,367.04
0.3530,413.80,368.93
0.3540,413.58,368.73
0.3550,412.30,367.60
0.3560,412.26,367.56
0.3570,414.54,369.59
0.3580,412.00,367.33
0.3590,412.29,367.58
0.3600,413.74,368.88
0.3610,408.94,364.60
0.3620,412.94,368.16
0.3630,412.24,367.55
0.3640,411.28,366.69
0.3650,412.15,367.46
0.3660,413.82,368.95
0.3670,413.07,368.28
0.3680,415.64,370.57
0.3690,411.38,366.77
0.3700,412.75,367.99
0.3710,413.46,368.63
0.3720,411.81,367.16
0.3730,413.71,368.85
0.3740,408.73,364.41
0.3750,413.43,368.60
0.3760,411.76,367.11
0.3770,413.27,368.46
