time_s,Fz_left_N,Fz_right_N
0.0000,344.82,341.43
0.0010,345.92,342.52
0.0020,344.04,340.66
0.0030,346.92,343.51
0.0040,345.69,342.30
0.0050,343.31,339.94
0.0060,344.41,341.03
0.0070,344.70,341.32
0.0080,344.16,340.78
0.0090,344.85,341.47
0.0100,345.17,341.78
0.0110,344.95,341.56
0.0120,344.84,341.45
0.0130,344.05,340.67
0.0140,343.71,340.33
0.0150,343.17,339.80
0.0160,346.93,343.53
0.0170,346.24,342.84
0.0180,344.61,341.23
0.0190,345.86,342.47
0.0200,344.46,341.07
0.0210,343.92,340.54
0.0220,344.69,341.31
0.0230,345.58,342.18
0.0240,344.87,341.48
0.0250,346.38,342.98
0.0260,345.28,341.89
0.0270,346.06,342.66
0.0280,346.77,343.37
0.0290,343.11,339.75
0.0300,343.20,339.83
0.0310,345.09,341.71
0.0320,346.02,342.62
0.0330,346.14,342.74
0.0340,344.88,341.49
0.0350,345.55,342.16
0.0360,346.66,343.25
0.0370,345.97,342.57
0.0380,345.13,341.75
0.0390,343.07,339.70
0.0400,345.13,341.74
0.0410,345.84,342.45
0.0420,342.58,339.22
0.0430,346.32,342.92
0.0440,342.85,339.48
0.0450,345.70,342.31
0.0460,345.79,342.39
0.0470,345.11,341.72
0.0480,344.00,340.62
0.0490,345.69,342.30
0.0500,345.11,341.73
0.0510,345.39,341.99
0.0520,343.16,339.79
0.0530,346.34,342.94
0.0540,345.87,342.47
0.0550,343.44,340.07
0.0560,344.62,341.24
0.0570,347.10,343.69
0.0580,345.29,341.90
0.0590,344.31,340.93
0.0600,347.76,344.35
0.0610,345.78,342.38
0.0620,346.42,343.02
0.0630,347.57,344.16
0.0640,343.92,340.55
0.0650,348.33,344.91
0.0660,344.93,341.54
0.0670,344.84,341.46
0.0680,344.47,341.08
0.0690,347.64,344.23
0.0700,343.40,340.02
0.0710,346.27,342.87
0.0720,346.13,342.73
0.0730,345.68,342.29
0.0740,344.10,340.72
0.0750,343.75,340.37
0.0760,345.48,342.09
0.0770,347.21,343.80
0.0780,345.31,341.92
0.0790,344.53,341.15
0.0800,346.21,342.81
0.0810,344.11,340.73
0.0820,344.15,340.77
0.0830,345.15,341.77
0.0840,344.82,341.44
0.0850,344.44,341.06
0.0860,345.60,342.21
0.0870,345.14,341.76
0.0880,343.09,339.72
0.0890,346.00,342.60
0.0900,343.05,339.68
0.0910,345.57,342.18
0.0920,346.39,342.99
0.0930,346.34,342.94
0.0940,346.18,342.78
0.0950,345.15,341.77
0.0960,346.36,342.96
0.0970,346.32,342.92
0.0980,343.65,340.28
0.0990,346.63,343.23
0.1000,343.22,339.85
0.1010,345.49,342.10
0.1020,345.52,342.13
0.1030,346.24,342.84
0.1040,344.08,340.70
0.1050,344.63,341.25
0.1060,344.54,341.16
0.1070,344.78,341.40
0.1080,342.72,339.35
0.1090,346.21,342.81
0.1100,345.49,342.10
0.1110,346.10,342.70
0.1120,342.94,339.58
0.1130,343.70,340.33
0.1140,347.32,343.91
0.1150,343.18,339.81
0.1160,343.94,340.56
0.1170,344.09,340.72
0.1180,344.50,341.12
0.1190,345.15,341.76
0.1200,344.30,340.93
0.1210,344.29,340.91
0.1220,343.47,340.10
0.1230,346.36,342.96
0.1240,343.95,340.57
0.1250,344.30,340.92
0.1260,344.81,341.43
0.1270,343.60,340.23
0.1280,344.61,341.23
0.1290,342.64,339.28
0.1300,343.63,340.26
0.1310,345.04,341.65
0.1320,342.69,339.33
0.1330,344.87,341.49
0.1340,344.71,341.33
0.1350,344.22,340.84
0.1360,344.44,341.06
0.1370,345.46,342.07
0.1380,345.47,342.08
0.1390,342.68,339.32
0.1400,345.79,342.40
0.1410,344.31,340.93
0.1420,345.65,342.25
0.1430,343.78,340.41
0.1440,343.80,340.43
0.1450,343.58,340.21
0.1460,343.88,340.50
0.1470,347.02,343.61
0.1480,344.26,340.88
0.1490,344.73,341.34
0.1500,345.20,341.82
0.1510,343.25,339.88
0.1520,345.46,342.07
0.1530,346.74,343.33
0.1540,346.21,342.81
0.1550,342.60,339.24
0.1560,344.89,341.51
0.1570,344.70,341.32
0.1580,343.58,340.21
0.1590,343.07,339.70
0.1600,345.26,341.87
0.1610,347.10,343.69
0.1620,345.22,341.83
0.1630,343.78,340.41
0.1640,342.52,339.16
0.1650,343.84,340.47
0.1660,347.74,344.33
0.1670,344.97,341.59
0.1680,342.63,339.26
0.1690,345.97,342.57
0.1700,344.92,341.53
0.1710,345.93,342.54
0.1720,345.52,342.13
0.1730,345.21,341.82
0.1740,344.60,341.22
0.1750,347.34,343.93
0.1760,342.89,339.53
0.1770,345.16,341.78
0.1780,345.57,342.17
0.1790,345.39,342.00
0.1800,345.62,342.23
0.1810,345.51,342.12
0.1820,345.31,341.92
0.1830,345.46,342.07
0.1840,344.61,341.22
0.1850,344.93,341.55
0.1860,344.32,340.94
0.1870,345.04,341.65
0.1880,345.68,342.29
0.1890,345.48,342.09
0.1900,348.90,345.48
0.1910,345.46,342.07
0.1920,346.65,343.25
0.1930,346.78,343.38
0.1940,344.62,341.24
0.1950,344.21,340.83
0.1960,345.64,342.25
0.1970,344.57,341.19
0.1980,345.69,342.30
0.1990,343.31,339.94
0.2000,346.87,343.47
0.2010,342.21,338.85
0.2020,348.45,345.03
0.2030,344.65,341.27
0.2040,346.43,343.03
0.2050,344.15,340.77
0.2060,345.19,341.80
0.2070,345.83,342.44
0.2080,345.59,342.20
0.2090,346.86,343.45
0.2100,345.89,342.49
0.2110,344.88,341.49
0.2120,346.60,343.20
0.2130,346.47,343.07
0.2140,345.17,341.79
0.2150,343.67,340.30
0.2160,343.16,339.79
0.2170,344.74,341.36
0.2180,346.11,342.72
0.2190,347.20,343.79
0.2200,344.35,340.97
0.2210,345.07,341.68
0.2220,341.92,338.57
0.2230,344.54,341.16
0.2240,345.07,341.68
0.2250,344.70,341.32
0.2260,343.60,340.23
0.2270,344.57,341.19
0.2280,345.90,342.50
0.2290,345.71,342.31
0.2300,345.10,341.71
0.2310,344.99,341.60
0.2320,345.76,342.37
0.2330,344.47,341.09
0.2340,346.08,342.68
0.2350,343.63,340.25
0.2360,344.03,340.66
0.2370,344.67,341.28
0.2380,343.86,340.49
0.2390,345.15,341.76
0.2400,347.26,343.85
0.2410,344.85,341.47
0.2420,344.63,341.25
0.2430,346.75,343.35
0.2440,345.44,342.05
0.2450,343.78,340.40
0.2460,345.53,342.14
0.2470,345.26,341.88
0.2480,345.18,341.79
0.2490,343.37,340.00
0.2500,344.01,340.64
0.2510,345.60,342.21
0.2520,344.05,340.68
0.2530,344.75,341.37
0.2540,346.67,343.27
0.2550,346.14,342.74
0.2560,346.02,342.62
0.2570,344.65,341.26
0.2580,346.57,343.17
0.2590,345.20,341.81
0.2600,346.34,342.94
0.2610,345.38,341.99
0.2620,346.09,342.69
0.2630,346.28,342.88
0.2640,344.06,340.69
0.2650,342.73,339.37
0.2660,346.58,343.17
0.2670,344.67,341.29
0.2680,344.35,340.97
0.2690,346.31,342.91
0.2700,345.87,342.47
0.2710,344.84,341.45
0.2720,345.81,342.42
0.2730,346.50,343.10
0.2740,345.62,342.23
0.2750,345.66,342.26
0.2760,346.36,342.96
0.2770,344.25,340.87
0.2780,344.67,341.28
0.2790,346.96,343.55
0.2800,345.83,342.44
0.2810,343.44,340.07
0.2820,341.51,338.16
0.2830,343.61,340.24
0.2840,345.28,341.89
0.2850,343.60,340.22
0.2860,344.10,340.72
0.2870,345.82,342.43
0.2880,346.32,342.92
0.2890,345.35,341.96
0.2900,348.27,344.85
0.2910,344.06,340.68
0.2920,345.66,342.26
0.2930,346.48,343.08
0.2940,346.49,343.09
0.2950,346.06,342.66
0.2960,346.56,343.16
0.2970,344.92,341.54
0.2980,344.57,341.19
0.2990,344.71,341.33
0.3000,344.20,340.82
0.3010,343.48,340.11
0.3020,345.15,341.76
0.3030,342.48,339.12
0.3040,344.87,341.49
0.3050,345.07,341.68
0.3060,345.06,341.67
0.3070,345.56,342.17
0.3080,344.40,341.01
0.3090,343.45,340.08
0.3100,345.20,341.81
0.3110,342.47,339.10
0.3120,343.27,339.90
0.3130,346.16,342.76
0.3140,344.30,340.92
0.3150,347.33,343.92
0.3160,346.54,343.14
0.3170,345.24,341.85
0.3180,344.41,341.03
0.3190,343.28,339.91
0.3200,343.11,339.74
0.3210,344.68,341.29
0.3220,344.76,341.38
0.3230,346.36,342.96
0.3240,344.95,341.56
0.3250,343.57,340.19
0.3260,344.37,340.99
0.3270,343.45,340.08
0.3280,346.75,343.34
0.3290,345.75,342.36
0.3300,344.49,341.10
0.3310,346.47,343.06
0.3320,343.26,339.89
0.3330,345.70,342.31
0.3340,344.31,340.93
0.3350,346.11,342.71
0.3360,345.98,342.58
0.3370,345.43,342.04
0.3380,344.75,341.36
0.3390,346.12,342.72
0.3400,345.16,341.77
0.3410,344.21,340.83
0.3420,347.21,343.80
0.3430,346.03,342.63
0.3440,344.68,341.30
0.3450,347.46,344.05
0.3460,343.37,340.00
0.3470,344.18,340.80
0.3480,342.31,338.95
0.3490,344.83,341.45
0.3500,346.16,342.76
0.3510,344.06,340.68
0.3520,345.67,342.28
0.3530,346.08,342.68
0.3540,344.13,340.75
0.3550,345.16,341.77
0.3560,345.75,342.36
0.3570,343.42,340.05
0.3580,345.00,341.61
0.3590,343.47,340.10
0.3600,346.07,342.67
0.3610,345.86,342.46
0.3620,345.65,342.25
0.3630,345.41,342.02
0.3640,344.84,341.46
0.3650,343.59,340.22
0.3660,344.58,341.20
0.3670,346.50,343.10
0.3680,342.34,338.98
0.3690,346.09,342.69
0.3700,345.22,341.83
0.3710,345.87,342.48
0.3720,345.14,341.75
0.3730,346.50,343.10
0.3740,345.70,342.30
0.3750,344.34,340.96
0.3760,345.71,342.31
0.3770,345.56,342.17
0.3780,346.58,343.17
0.3790,344.30,340.92
0.3800,346.59,343.19
0.3810,343.41,340.04
0.3820,345.67,342.27
0.3830,344.38,341.00
0.3840,346.38,342.98
0.3850,344.57,341.19
0.3860,344.66,341.28
0.3870,345.59,342.20
0.3880,345.54,342.15
0.3890,345.72,342.32
0.3900,341.90,338.55
0.3910,345.28,341.89
0.3920,347.50,344.09
0.3930,345.98,342.59
0.3940,344.93,341.54
0.3950,344.28,340.90
0.3960,346.48,343.08
0.3970,343.52,340.15
0.3980,343.78,340.40
0.3990,344.92,341.54
0.4000,347.57,344.15
0.4010,343.72,340.34
0.4020,345.84,342.45
0.4030,344.19,340.81
0.4040,345.80,342.40
0.4050,345.18,341.79
0.4060,346.19,342.80
0.4070,345.95,342.56
0.4080,344.39,341.01
0.4090,343.92,340.55
0.4100,345.87,342.47
0.4110,343.92,340.54
0.4120,344.44,341.06
0.4130,342.90,339.54
0.4140,344.11,340.74
0.4150,346.42,343.02
0.4160,343.40,340.03
0.4170,344.25,340.87
0.4180,344.91,341.52
0.4190,346.76,343.36
0.4200,345.08,341.70
0.4210,345.70,342.31
0.4220,346.34,342.94
0.4230,345.44,342.05
0.4240,346.53,343.13
0.4250,344.70,341.31
0.4260,346.89,343.49
